tissue,annotation_level,celltype,marker
Lung V2 (HLCA),ann Level 3,EC Arterial,A2M
Lung V2 (HLCA),ann Level 3,EC Arterial,CLEC14A
Lung V2 (HLCA),ann Level 3,EC Arterial,GIMAP7
Lung V2 (HLCA),ann Level 3,EC Arterial,CRIP2
Lung V2 (HLCA),ann Level 3,EC Arterial,TM4SF1
Lung V2 (HLCA),ann Level 3,Fibroblasts,COL1A2
Lung V2 (HLCA),ann Level 3,Fibroblasts,LUM
Lung V2 (HLCA),ann Level 3,Fibroblasts,SPARC
Lung V2 (HLCA),ann Level 3,Fibroblasts,CALD1
Lung V2 (HLCA),ann Level 3,Fibroblasts,COL6A1
Lung V2 (HLCA),ann Level 3,Fibroblasts,MGP
Lung V2 (HLCA),ann Level 3,Fibroblasts,C1S
Lung V2 (HLCA),ann Level 3,Fibroblasts,IGFBP7
Lung V2 (HLCA),ann Level 3,Fibroblasts,DCN
Lung V2 (HLCA),ann Level 3,AT1,CEACAM6
Lung V2 (HLCA),ann Level 3,AT1,FXYD3
Lung V2 (HLCA),ann Level 3,AT1,CAV1
Lung V2 (HLCA),ann Level 3,AT1,EMP2
Lung V2 (HLCA),ann Level 3,AT1,ADIRF
Lung V2 (HLCA),ann Level 3,AT1,KRT7
Lung V2 (HLCA),ann Level 3,AT1,AGER
Lung V2 (HLCA),ann Level 3,AT1,TSPAN13
Lung V2 (HLCA),ann Level 3,AT1,HOPX
Lung V2 (HLCA),ann Level 3,Multiciliated Lineage,C11ORF97
Lung V2 (HLCA),ann Level 3,Multiciliated Lineage,C5ORF49
Lung V2 (HLCA),ann Level 3,Multiciliated Lineage,RP11-356K23.1
Lung V2 (HLCA),ann Level 3,Multiciliated Lineage,GSTA1
Lung V2 (HLCA),ann Level 3,Multiciliated Lineage,FAM229B
Lung V2 (HLCA),ann Level 3,Multiciliated Lineage,RP11-295M3.4
Lung V2 (HLCA),ann Level 3,Multiciliated Lineage,C12ORF75
Lung V2 (HLCA),ann Level 3,Multiciliated Lineage,CD24
Lung V2 (HLCA),ann Level 3,Multiciliated Lineage,TMEM231
Lung V2 (HLCA),ann Level 3,B Cell Lineage,ISG20
Lung V2 (HLCA),ann Level 3,B Cell Lineage,CD79A
Lung V2 (HLCA),ann Level 3,B Cell Lineage,IGKC
Lung V2 (HLCA),ann Level 3,B Cell Lineage,LTB
Lung V2 (HLCA),ann Level 3,B Cell Lineage,IGLC2
Lung V2 (HLCA),ann Level 3,B Cell Lineage,CD37
Lung V2 (HLCA),ann Level 3,B Cell Lineage,CORO1A
Lung V2 (HLCA),ann Level 3,B Cell Lineage,MS4A1
Lung V2 (HLCA),ann Level 3,B Cell Lineage,IGHA1
Lung V2 (HLCA),ann Level 3,Secretory,BPIFB1
Lung V2 (HLCA),ann Level 3,Secretory,MUC1
Lung V2 (HLCA),ann Level 3,Secretory,CEACAM6
Lung V2 (HLCA),ann Level 3,Secretory,PIGR
Lung V2 (HLCA),ann Level 3,Secretory,TACSTD2
Lung V2 (HLCA),ann Level 3,Secretory,WFDC2
Lung V2 (HLCA),ann Level 3,Secretory,KRT7
Lung V2 (HLCA),ann Level 3,Secretory,CP
Lung V2 (HLCA),ann Level 3,Secretory,CXCL17
Lung V2 (HLCA),ann Level 3,SM Activated Stress Response,LBH
Lung V2 (HLCA),ann Level 3,SM Activated Stress Response,PLAC9
Lung V2 (HLCA),ann Level 3,SM Activated Stress Response,PLN
Lung V2 (HLCA),ann Level 3,SM Activated Stress Response,KANK2
Lung V2 (HLCA),ann Level 3,SM Activated Stress Response,GPX3
Lung V2 (HLCA),ann Level 3,SM Activated Stress Response,SELM
Lung V2 (HLCA),ann Level 3,SM Activated Stress Response,TPM2
Lung V2 (HLCA),ann Level 3,SM Activated Stress Response,FLNA
Lung V2 (HLCA),ann Level 3,SM Activated Stress Response,HES4
Lung V2 (HLCA),ann Level 3,Monocytes,LST1
Lung V2 (HLCA),ann Level 3,Monocytes,VCAN
Lung V2 (HLCA),ann Level 3,Monocytes,COTL1
Lung V2 (HLCA),ann Level 3,Monocytes,AIF1
Lung V2 (HLCA),ann Level 3,Monocytes,CD14
Lung V2 (HLCA),ann Level 3,Monocytes,S100A12
Lung V2 (HLCA),ann Level 3,Monocytes,S100A9
Lung V2 (HLCA),ann Level 3,Monocytes,FCN1
Lung V2 (HLCA),ann Level 3,Monocytes,S100A8
Lung V2 (HLCA),ann Level 3,Submucosal Secretory,MARCKSL1
Lung V2 (HLCA),ann Level 3,Submucosal Secretory,AZGP1
Lung V2 (HLCA),ann Level 3,Submucosal Secretory,SELM
Lung V2 (HLCA),ann Level 3,Submucosal Secretory,PIGR
Lung V2 (HLCA),ann Level 3,Submucosal Secretory,TCN1
Lung V2 (HLCA),ann Level 3,Submucosal Secretory,PIP
Lung V2 (HLCA),ann Level 3,Submucosal Secretory,ZG16B
Lung V2 (HLCA),ann Level 3,Submucosal Secretory,LTF
Lung V2 (HLCA),ann Level 3,Submucosal Secretory,SEC11C
Lung V2 (HLCA),ann Level 3,EC Capillary,CDH5
Lung V2 (HLCA),ann Level 3,EC Capillary,CLDN5
Lung V2 (HLCA),ann Level 3,EC Capillary,EGFL7
Lung V2 (HLCA),ann Level 3,EC Capillary,HYAL2
Lung V2 (HLCA),ann Level 3,EC Capillary,PECAM1
Lung V2 (HLCA),ann Level 3,EC Capillary,SPARCL1
Lung V2 (HLCA),ann Level 3,EC Capillary,CLEC14A
Lung V2 (HLCA),ann Level 3,EC Capillary,AQP1
Lung V2 (HLCA),ann Level 3,EC Capillary,TM4SF1
Lung V2 (HLCA),ann Level 3,Lymphatic EC Mature,CLDN5
Lung V2 (HLCA),ann Level 3,Lymphatic EC Mature,GNG11
Lung V2 (HLCA),ann Level 3,Lymphatic EC Mature,SDPR
Lung V2 (HLCA),ann Level 3,Lymphatic EC Mature,CCL21
Lung V2 (HLCA),ann Level 3,Lymphatic EC Mature,MMRN1
Lung V2 (HLCA),ann Level 3,Lymphatic EC Mature,IGFBP7
Lung V2 (HLCA),ann Level 3,Lymphatic EC Mature,RAMP2
Lung V2 (HLCA),ann Level 3,Lymphatic EC Mature,ECSCR
Lung V2 (HLCA),ann Level 3,Lymphatic EC Mature,TM4SF1
Lung V2 (HLCA),ann Level 3,Rare,ATP6V1A
Lung V2 (HLCA),ann Level 3,Rare,EPCAM
Lung V2 (HLCA),ann Level 3,Rare,CLCNKB
Lung V2 (HLCA),ann Level 3,Rare,HEPACAM2
Lung V2 (HLCA),ann Level 3,Rare,KRT7
Lung V2 (HLCA),ann Level 3,Rare,SEC11C
Lung V2 (HLCA),ann Level 3,Rare,ASCL3
Lung V2 (HLCA),ann Level 3,Rare,CD24
Lung V2 (HLCA),ann Level 3,Rare,TMEM61
Lung V2 (HLCA),ann Level 3,Lymphatic EC Differentiating,CLDN5
Lung V2 (HLCA),ann Level 3,Lymphatic EC Differentiating,GNG11
Lung V2 (HLCA),ann Level 3,Lymphatic EC Differentiating,SDPR
Lung V2 (HLCA),ann Level 3,Lymphatic EC Differentiating,CCL21
Lung V2 (HLCA),ann Level 3,Lymphatic EC Differentiating,TIMP3
Lung V2 (HLCA),ann Level 3,Lymphatic EC Differentiating,TFF3
Lung V2 (HLCA),ann Level 3,Lymphatic EC Differentiating,IGFBP7
Lung V2 (HLCA),ann Level 3,Lymphatic EC Differentiating,TCF4
Lung V2 (HLCA),ann Level 3,Lymphatic EC Differentiating,TFPI
Lung V2 (HLCA),ann Level 3,Dendritic Cells,ITGB2
Lung V2 (HLCA),ann Level 3,Dendritic Cells,MS4A6A
Lung V2 (HLCA),ann Level 3,Dendritic Cells,GPR183
Lung V2 (HLCA),ann Level 3,Dendritic Cells,HLA-DPA1
Lung V2 (HLCA),ann Level 3,Dendritic Cells,HLA-DQB1
Lung V2 (HLCA),ann Level 3,Dendritic Cells,HLA-DPB1
Lung V2 (HLCA),ann Level 3,Dendritic Cells,HLA-DMA
Lung V2 (HLCA),ann Level 3,Dendritic Cells,HLA-DQA1
Lung V2 (HLCA),ann Level 3,Dendritic Cells,HLA-DRB1
Lung V2 (HLCA),ann Level 3,Myofibroblasts,CTGF
Lung V2 (HLCA),ann Level 3,Myofibroblasts,GPX3
Lung V2 (HLCA),ann Level 3,Myofibroblasts,IGFBP5
Lung V2 (HLCA),ann Level 3,Myofibroblasts,TAGLN
Lung V2 (HLCA),ann Level 3,Myofibroblasts,TPM2
Lung V2 (HLCA),ann Level 3,Myofibroblasts,MT1X
Lung V2 (HLCA),ann Level 3,Myofibroblasts,SPARCL1
Lung V2 (HLCA),ann Level 3,Myofibroblasts,PRELP
Lung V2 (HLCA),ann Level 3,Myofibroblasts,CYR61
Lung V2 (HLCA),ann Level 3,Mast Cells,CPA3
Lung V2 (HLCA),ann Level 3,Mast Cells,HPGDS
Lung V2 (HLCA),ann Level 3,Mast Cells,TPSB2
Lung V2 (HLCA),ann Level 3,Mast Cells,KIT
Lung V2 (HLCA),ann Level 3,Mast Cells,C1ORF186
Lung V2 (HLCA),ann Level 3,Mast Cells,RGS13
Lung V2 (HLCA),ann Level 3,Mast Cells,GATA2
Lung V2 (HLCA),ann Level 3,Mast Cells,MS4A2
Lung V2 (HLCA),ann Level 3,Mast Cells,TPSAB1
Lung V2 (HLCA),ann Level 3,Fibromyocytes,DES
Lung V2 (HLCA),ann Level 3,Fibromyocytes,PLN
Lung V2 (HLCA),ann Level 3,Fibromyocytes,PPP1R14A
Lung V2 (HLCA),ann Level 3,Fibromyocytes,SELM
Lung V2 (HLCA),ann Level 3,Fibromyocytes,TPM2
Lung V2 (HLCA),ann Level 3,Fibromyocytes,FLNA
Lung V2 (HLCA),ann Level 3,Fibromyocytes,LMOD1
Lung V2 (HLCA),ann Level 3,Fibromyocytes,IGFBP7
Lung V2 (HLCA),ann Level 3,Fibromyocytes,ACTG2
Lung V2 (HLCA),ann Level 3,Lymphatic EC Proliferating,ARPC1A
Lung V2 (HLCA),ann Level 3,Lymphatic EC Proliferating,EID1
Lung V2 (HLCA),ann Level 3,Lymphatic EC Proliferating,MARCKS
Lung V2 (HLCA),ann Level 3,Lymphatic EC Proliferating,TUBB
Lung V2 (HLCA),ann Level 3,Lymphatic EC Proliferating,LSM2
Lung V2 (HLCA),ann Level 3,Lymphatic EC Proliferating,COX20
Lung V2 (HLCA),ann Level 3,Lymphatic EC Proliferating,HMGN1
Lung V2 (HLCA),ann Level 3,Lymphatic EC Proliferating,ECSCR
Lung V2 (HLCA),ann Level 3,Lymphatic EC Proliferating,HMGN2
Lung V2 (HLCA),ann Level 4,Alveolar Macrophages,C1QC
Lung V2 (HLCA),ann Level 4,Alveolar Macrophages,ACP5
Lung V2 (HLCA),ann Level 4,Alveolar Macrophages,CTSZ
Lung V2 (HLCA),ann Level 4,Alveolar Macrophages,HLA-DPA1
Lung V2 (HLCA),ann Level 4,Alveolar Macrophages,COTL1
Lung V2 (HLCA),ann Level 4,Alveolar Macrophages,LAPTM5
Lung V2 (HLCA),ann Level 4,Alveolar Macrophages,FCER1G
Lung V2 (HLCA),ann Level 4,Alveolar Macrophages,CTSS
Lung V2 (HLCA),ann Level 4,Alveolar Macrophages,HLA-DQA1
Lung V2 (HLCA),ann Level 4,NK Cells,GNLY
Lung V2 (HLCA),ann Level 4,NK Cells,CD7
Lung V2 (HLCA),ann Level 4,NK Cells,GZMB
Lung V2 (HLCA),ann Level 4,NK Cells,CCL5
Lung V2 (HLCA),ann Level 4,NK Cells,CCL4
Lung V2 (HLCA),ann Level 4,NK Cells,NKG7
Lung V2 (HLCA),ann Level 4,NK Cells,PRF1
Lung V2 (HLCA),ann Level 4,NK Cells,CTSW
Lung V2 (HLCA),ann Level 4,NK Cells,CST7
Lung V2 (HLCA),ann Level 4,Suprabasal,SERPINB4
Lung V2 (HLCA),ann Level 4,Suprabasal,LDHB
Lung V2 (HLCA),ann Level 4,Suprabasal,KRT19
Lung V2 (HLCA),ann Level 4,Suprabasal,KRT5
Lung V2 (HLCA),ann Level 4,Suprabasal,KRT17
Lung V2 (HLCA),ann Level 4,Suprabasal,S100A2
Lung V2 (HLCA),ann Level 4,Suprabasal,TACSTD2
Lung V2 (HLCA),ann Level 4,Suprabasal,SFN
Lung V2 (HLCA),ann Level 4,Suprabasal,KLK11
Lung V2 (HLCA),ann Level 4,Basal Resting,IGFBP2
Lung V2 (HLCA),ann Level 4,Basal Resting,BCAM
Lung V2 (HLCA),ann Level 4,Basal Resting,KRT19
Lung V2 (HLCA),ann Level 4,Basal Resting,KRT5
Lung V2 (HLCA),ann Level 4,Basal Resting,KRT17
Lung V2 (HLCA),ann Level 4,Basal Resting,LAMB3
Lung V2 (HLCA),ann Level 4,Basal Resting,S100A2
Lung V2 (HLCA),ann Level 4,Basal Resting,KRT15
Lung V2 (HLCA),ann Level 4,Basal Resting,PERP
Lung V2 (HLCA),ann Level 4,EC Venous Pulmonary,CLDN5
Lung V2 (HLCA),ann Level 4,EC Venous Pulmonary,GNG11
Lung V2 (HLCA),ann Level 4,EC Venous Pulmonary,ACKR1
Lung V2 (HLCA),ann Level 4,EC Venous Pulmonary,MGP
Lung V2 (HLCA),ann Level 4,EC Venous Pulmonary,IFI27
Lung V2 (HLCA),ann Level 4,EC Venous Pulmonary,SPARCL1
Lung V2 (HLCA),ann Level 4,EC Venous Pulmonary,IGFBP7
Lung V2 (HLCA),ann Level 4,EC Venous Pulmonary,RAMP2
Lung V2 (HLCA),ann Level 4,EC Venous Pulmonary,AQP1
Lung V2 (HLCA),ann Level 4,CD8 T Cells,CD2
Lung V2 (HLCA),ann Level 4,CD8 T Cells,IL32
Lung V2 (HLCA),ann Level 4,CD8 T Cells,CXCR4
Lung V2 (HLCA),ann Level 4,CD8 T Cells,CCL5
Lung V2 (HLCA),ann Level 4,CD8 T Cells,GZMA
Lung V2 (HLCA),ann Level 4,CD8 T Cells,CCL4
Lung V2 (HLCA),ann Level 4,CD8 T Cells,NKG7
Lung V2 (HLCA),ann Level 4,CD8 T Cells,CD3E
Lung V2 (HLCA),ann Level 4,CD8 T Cells,CD3D
Lung V2 (HLCA),ann Level 4,Peribronchial Fibroblasts,COL1A2
Lung V2 (HLCA),ann Level 4,Peribronchial Fibroblasts,LUM
Lung V2 (HLCA),ann Level 4,Peribronchial Fibroblasts,COL3A1
Lung V2 (HLCA),ann Level 4,Peribronchial Fibroblasts,MGP
Lung V2 (HLCA),ann Level 4,Peribronchial Fibroblasts,C1S
Lung V2 (HLCA),ann Level 4,Peribronchial Fibroblasts,MFAP4
Lung V2 (HLCA),ann Level 4,Peribronchial Fibroblasts,BGN
Lung V2 (HLCA),ann Level 4,Peribronchial Fibroblasts,A2M
Lung V2 (HLCA),ann Level 4,Peribronchial Fibroblasts,DCN
Lung V2 (HLCA),ann Level 4,CD4 T Cells,CD2
Lung V2 (HLCA),ann Level 4,CD4 T Cells,IL32
Lung V2 (HLCA),ann Level 4,CD4 T Cells,CXCR4
Lung V2 (HLCA),ann Level 4,CD4 T Cells,LTB
Lung V2 (HLCA),ann Level 4,CD4 T Cells,TRAC
Lung V2 (HLCA),ann Level 4,CD4 T Cells,KLRB1
Lung V2 (HLCA),ann Level 4,CD4 T Cells,CD3E
Lung V2 (HLCA),ann Level 4,CD4 T Cells,CD3D
Lung V2 (HLCA),ann Level 4,CD4 T Cells,IL7R
Lung V2 (HLCA),ann Level 4,Multiciliated,C11ORF97
Lung V2 (HLCA),ann Level 4,Multiciliated,C5ORF49
Lung V2 (HLCA),ann Level 4,Multiciliated,RP11-356K23.1
Lung V2 (HLCA),ann Level 4,Multiciliated,GSTA1
Lung V2 (HLCA),ann Level 4,Multiciliated,FAM229B
Lung V2 (HLCA),ann Level 4,Multiciliated,RP11-295M3.4
Lung V2 (HLCA),ann Level 4,Multiciliated,C12ORF75
Lung V2 (HLCA),ann Level 4,Multiciliated,CD24
Lung V2 (HLCA),ann Level 4,Multiciliated,TMEM231
Lung V2 (HLCA),ann Level 4,Plasma Cells,FKBP11
Lung V2 (HLCA),ann Level 4,Plasma Cells,ISG20
Lung V2 (HLCA),ann Level 4,Plasma Cells,CD79A
Lung V2 (HLCA),ann Level 4,Plasma Cells,IGHG1
Lung V2 (HLCA),ann Level 4,Plasma Cells,IGKC
Lung V2 (HLCA),ann Level 4,Plasma Cells,TNFRSF17
Lung V2 (HLCA),ann Level 4,Plasma Cells,JCHAIN
Lung V2 (HLCA),ann Level 4,Plasma Cells,IGHA1
Lung V2 (HLCA),ann Level 4,Plasma Cells,MZB1
Lung V2 (HLCA),ann Level 4,Goblet,BPIFB1
Lung V2 (HLCA),ann Level 4,Goblet,CEACAM6
Lung V2 (HLCA),ann Level 4,Goblet,PIGR
Lung V2 (HLCA),ann Level 4,Goblet,TSPAN8
Lung V2 (HLCA),ann Level 4,Goblet,LCN2
Lung V2 (HLCA),ann Level 4,Goblet,MUC5AC
Lung V2 (HLCA),ann Level 4,Goblet,CYP2F1
Lung V2 (HLCA),ann Level 4,Goblet,MSMB
Lung V2 (HLCA),ann Level 4,Goblet,C3
Lung V2 (HLCA),ann Level 4,Club,ELF3
Lung V2 (HLCA),ann Level 4,Club,PIGR
Lung V2 (HLCA),ann Level 4,Club,AKR1C1
Lung V2 (HLCA),ann Level 4,Club,TSPAN8
Lung V2 (HLCA),ann Level 4,Club,GSTA1
Lung V2 (HLCA),ann Level 4,Club,KRT7
Lung V2 (HLCA),ann Level 4,Club,CYP2F1
Lung V2 (HLCA),ann Level 4,Club,KLK11
Lung V2 (HLCA),ann Level 4,Club,CXCL17
Lung V2 (HLCA),ann Level 4,Classical Monocytes,IL1B
Lung V2 (HLCA),ann Level 4,Classical Monocytes,VCAN
Lung V2 (HLCA),ann Level 4,Classical Monocytes,COTL1
Lung V2 (HLCA),ann Level 4,Classical Monocytes,AIF1
Lung V2 (HLCA),ann Level 4,Classical Monocytes,LYZ
Lung V2 (HLCA),ann Level 4,Classical Monocytes,S100A12
Lung V2 (HLCA),ann Level 4,Classical Monocytes,S100A9
Lung V2 (HLCA),ann Level 4,Classical Monocytes,FCN1
Lung V2 (HLCA),ann Level 4,Classical Monocytes,S100A8
Lung V2 (HLCA),ann Level 4,Interstitial Macrophages,CD163
Lung V2 (HLCA),ann Level 4,Interstitial Macrophages,LGALS1
Lung V2 (HLCA),ann Level 4,Interstitial Macrophages,CTSL
Lung V2 (HLCA),ann Level 4,Interstitial Macrophages,LAPTM5
Lung V2 (HLCA),ann Level 4,Interstitial Macrophages,EMP3
Lung V2 (HLCA),ann Level 4,Interstitial Macrophages,AIF1
Lung V2 (HLCA),ann Level 4,Interstitial Macrophages,FCER1G
Lung V2 (HLCA),ann Level 4,Interstitial Macrophages,TYROBP
Lung V2 (HLCA),ann Level 4,Interstitial Macrophages,CD68
Lung V2 (HLCA),ann Level 4,SMG Serous,AZGP1
Lung V2 (HLCA),ann Level 4,SMG Serous,C6ORF58
Lung V2 (HLCA),ann Level 4,SMG Serous,PIGR
Lung V2 (HLCA),ann Level 4,SMG Serous,S100A1
Lung V2 (HLCA),ann Level 4,SMG Serous,PIP
Lung V2 (HLCA),ann Level 4,SMG Serous,PRB3
Lung V2 (HLCA),ann Level 4,SMG Serous,PART1
Lung V2 (HLCA),ann Level 4,SMG Serous,RP11-1143G9.4
Lung V2 (HLCA),ann Level 4,SMG Serous,NDRG2
Lung V2 (HLCA),ann Level 4,EC Venous Systemic,GNG11
Lung V2 (HLCA),ann Level 4,EC Venous Systemic,PLVAP
Lung V2 (HLCA),ann Level 4,EC Venous Systemic,ACKR1
Lung V2 (HLCA),ann Level 4,EC Venous Systemic,MGP
Lung V2 (HLCA),ann Level 4,EC Venous Systemic,SPARCL1
Lung V2 (HLCA),ann Level 4,EC Venous Systemic,A2M
Lung V2 (HLCA),ann Level 4,EC Venous Systemic,CLEC14A
Lung V2 (HLCA),ann Level 4,EC Venous Systemic,IGFBP7
Lung V2 (HLCA),ann Level 4,EC Venous Systemic,RAMP2
Lung V2 (HLCA),ann Level 4,Non Classical Monocytes,LST1
Lung V2 (HLCA),ann Level 4,Non Classical Monocytes,FCGR3A
Lung V2 (HLCA),ann Level 4,Non Classical Monocytes,COTL1
Lung V2 (HLCA),ann Level 4,Non Classical Monocytes,LAPTM5
Lung V2 (HLCA),ann Level 4,Non Classical Monocytes,AIF1
Lung V2 (HLCA),ann Level 4,Non Classical Monocytes,CORO1A
Lung V2 (HLCA),ann Level 4,Non Classical Monocytes,FCER1G
Lung V2 (HLCA),ann Level 4,Non Classical Monocytes,CTSS
Lung V2 (HLCA),ann Level 4,Non Classical Monocytes,FCN1
Lung V2 (HLCA),ann Level 4,EC General Capillary,FCN3
Lung V2 (HLCA),ann Level 4,EC General Capillary,CLDN5
Lung V2 (HLCA),ann Level 4,EC General Capillary,GNG11
Lung V2 (HLCA),ann Level 4,EC General Capillary,EGFL7
Lung V2 (HLCA),ann Level 4,EC General Capillary,IFI27
Lung V2 (HLCA),ann Level 4,EC General Capillary,VWF
Lung V2 (HLCA),ann Level 4,EC General Capillary,SPARCL1
Lung V2 (HLCA),ann Level 4,EC General Capillary,AQP1
Lung V2 (HLCA),ann Level 4,EC General Capillary,TM4SF1
Lung V2 (HLCA),ann Level 4,Adventitial Fibroblasts,COL1A2
Lung V2 (HLCA),ann Level 4,Adventitial Fibroblasts,SFRP2
Lung V2 (HLCA),ann Level 4,Adventitial Fibroblasts,SPARC
Lung V2 (HLCA),ann Level 4,Adventitial Fibroblasts,COL3A1
Lung V2 (HLCA),ann Level 4,Adventitial Fibroblasts,IGFBP6
Lung V2 (HLCA),ann Level 4,Adventitial Fibroblasts,MGP
Lung V2 (HLCA),ann Level 4,Adventitial Fibroblasts,C1S
Lung V2 (HLCA),ann Level 4,Adventitial Fibroblasts,MMP2
Lung V2 (HLCA),ann Level 4,Adventitial Fibroblasts,IGFBP7
Lung V2 (HLCA),ann Level 4,EC Aerocyte Capillary,IL1RL1
Lung V2 (HLCA),ann Level 4,EC Aerocyte Capillary,CLDN5
Lung V2 (HLCA),ann Level 4,EC Aerocyte Capillary,EGFL7
Lung V2 (HLCA),ann Level 4,EC Aerocyte Capillary,CA4
Lung V2 (HLCA),ann Level 4,EC Aerocyte Capillary,SDPR
Lung V2 (HLCA),ann Level 4,EC Aerocyte Capillary,HPGD
Lung V2 (HLCA),ann Level 4,EC Aerocyte Capillary,IFI27
Lung V2 (HLCA),ann Level 4,EC Aerocyte Capillary,SPARCL1
Lung V2 (HLCA),ann Level 4,EC Aerocyte Capillary,AQP1
Lung V2 (HLCA),ann Level 4,Alveolar Fibroblasts,COL1A2
Lung V2 (HLCA),ann Level 4,Alveolar Fibroblasts,C1R
Lung V2 (HLCA),ann Level 4,Alveolar Fibroblasts,GPX3
Lung V2 (HLCA),ann Level 4,Alveolar Fibroblasts,COL6A1
Lung V2 (HLCA),ann Level 4,Alveolar Fibroblasts,C1S
Lung V2 (HLCA),ann Level 4,Alveolar Fibroblasts,ADH1B
Lung V2 (HLCA),ann Level 4,Alveolar Fibroblasts,MFAP4
Lung V2 (HLCA),ann Level 4,Alveolar Fibroblasts,A2M
Lung V2 (HLCA),ann Level 4,Alveolar Fibroblasts,CYR61
Lung V2 (HLCA),ann Level 4,Neuroendocrine,NGFRAP1
Lung V2 (HLCA),ann Level 4,Neuroendocrine,PHGR1
Lung V2 (HLCA),ann Level 4,Neuroendocrine,TFF3
Lung V2 (HLCA),ann Level 4,Neuroendocrine,SCG5
Lung V2 (HLCA),ann Level 4,Neuroendocrine,CLDN3
Lung V2 (HLCA),ann Level 4,Neuroendocrine,SEC11C
Lung V2 (HLCA),ann Level 4,Neuroendocrine,APOA1BP
Lung V2 (HLCA),ann Level 4,Neuroendocrine,CD24
Lung V2 (HLCA),ann Level 4,Neuroendocrine,HIGD1A
Lung V2 (HLCA),ann Level 4,DC2,LST1
Lung V2 (HLCA),ann Level 4,DC2,HLA-DMB
Lung V2 (HLCA),ann Level 4,DC2,HLA-DPA1
Lung V2 (HLCA),ann Level 4,DC2,HLA-DQB1
Lung V2 (HLCA),ann Level 4,DC2,HLA-DPB1
Lung V2 (HLCA),ann Level 4,DC2,LAPTM5
Lung V2 (HLCA),ann Level 4,DC2,HLA-DMA
Lung V2 (HLCA),ann Level 4,DC2,HLA-DQA1
Lung V2 (HLCA),ann Level 4,DC2,HLA-DRB1
Lung V2 (HLCA),ann Level 4,Transitional Club AT2,SCGB1A1
Lung V2 (HLCA),ann Level 4,Transitional Club AT2,PIGR
Lung V2 (HLCA),ann Level 4,Transitional Club AT2,SCGB3A2
Lung V2 (HLCA),ann Level 4,Transitional Club AT2,KRT7
Lung V2 (HLCA),ann Level 4,Transitional Club AT2,KLK11
Lung V2 (HLCA),ann Level 4,Transitional Club AT2,SFTA1P
Lung V2 (HLCA),ann Level 4,Transitional Club AT2,C16ORF89
Lung V2 (HLCA),ann Level 4,Transitional Club AT2,FOLR1
Lung V2 (HLCA),ann Level 4,Transitional Club AT2,RNASE1
Lung V2 (HLCA),ann Level 4,DC1,LSP1
Lung V2 (HLCA),ann Level 4,DC1,HLA-DQB1
Lung V2 (HLCA),ann Level 4,DC1,WDFY4
Lung V2 (HLCA),ann Level 4,DC1,CPNE3
Lung V2 (HLCA),ann Level 4,DC1,CORO1A
Lung V2 (HLCA),ann Level 4,DC1,C1ORF54
Lung V2 (HLCA),ann Level 4,DC1,CPVL
Lung V2 (HLCA),ann Level 4,DC1,HLA-DMA
Lung V2 (HLCA),ann Level 4,DC1,HLA-DQA1
Lung V2 (HLCA),ann Level 4,B Cells,CD79A
Lung V2 (HLCA),ann Level 4,B Cells,BANK1
Lung V2 (HLCA),ann Level 4,B Cells,CXCR4
Lung V2 (HLCA),ann Level 4,B Cells,LTB
Lung V2 (HLCA),ann Level 4,B Cells,LAPTM5
Lung V2 (HLCA),ann Level 4,B Cells,CD37
Lung V2 (HLCA),ann Level 4,B Cells,CORO1A
Lung V2 (HLCA),ann Level 4,B Cells,LIMD2
Lung V2 (HLCA),ann Level 4,B Cells,MS4A1
Lung V2 (HLCA),ann Level 4,SMG Mucous,MARCKSL1
Lung V2 (HLCA),ann Level 4,SMG Mucous,CRACR2B
Lung V2 (HLCA),ann Level 4,SMG Mucous,SELM
Lung V2 (HLCA),ann Level 4,SMG Mucous,PIGR
Lung V2 (HLCA),ann Level 4,SMG Mucous,TCN1
Lung V2 (HLCA),ann Level 4,SMG Mucous,TFF3
Lung V2 (HLCA),ann Level 4,SMG Mucous,GOLM1
Lung V2 (HLCA),ann Level 4,SMG Mucous,KLK11
Lung V2 (HLCA),ann Level 4,SMG Mucous,MSMB
Lung V2 (HLCA),ann Level 4,AT2 Proliferating,CENPW
Lung V2 (HLCA),ann Level 4,AT2 Proliferating,UBE2C
Lung V2 (HLCA),ann Level 4,AT2 Proliferating,EIF1AX
Lung V2 (HLCA),ann Level 4,AT2 Proliferating,CKS1B
Lung V2 (HLCA),ann Level 4,AT2 Proliferating,EMP2
Lung V2 (HLCA),ann Level 4,AT2 Proliferating,PRC1
Lung V2 (HLCA),ann Level 4,AT2 Proliferating,MRPL14
Lung V2 (HLCA),ann Level 4,AT2 Proliferating,DHFR
Lung V2 (HLCA),ann Level 4,AT2 Proliferating,LSM3
Lung V2 (HLCA),ann Level 4,Pericytes,PDGFRB
Lung V2 (HLCA),ann Level 4,Pericytes,COL4A1
Lung V2 (HLCA),ann Level 4,Pericytes,GPX3
Lung V2 (HLCA),ann Level 4,Pericytes,SPARC
Lung V2 (HLCA),ann Level 4,Pericytes,CALD1
Lung V2 (HLCA),ann Level 4,Pericytes,COX4I2
Lung V2 (HLCA),ann Level 4,Pericytes,TPM2
Lung V2 (HLCA),ann Level 4,Pericytes,SPARCL1
Lung V2 (HLCA),ann Level 4,Pericytes,IGFBP7
