miRTarBase ID,miRNA,Species (miRNA),Target Gene,Target Gene (Entrez ID),Species (Target Gene),Experiments,Support Type,References (PMID)
MIRT731098,hsa-miR-629-5p,hsa,TRIM33,51592.0,hsa,Luciferase reporter assay//qRT-PCR//Microarray//Western blot,Functional MTI,25381221.0
MIRT731098,hsa-miR-629-5p,hsa,TRIM33,51592.0,hsa,Luciferase reporter assay//qRT-PCR//Microarray//Western blot,Functional MTI,25381221.0
MIRT731098,hsa-miR-629-5p,hsa,TRIM33,51592.0,hsa,Luciferase reporter assay//qRT-PCR//Microarray//Western blot,Functional MTI,25381221.0
MIRT002939,hsa-miR-125b-5p,hsa,ERBB2,2064.0,hsa,qRT-PCR//Luciferase reporter assay//Immunoblot//Western blot,Functional MTI,25388283.0
MIRT002939,hsa-miR-125b-5p,hsa,ERBB2,2064.0,hsa,qRT-PCR//Luciferase reporter assay//Immunoblot//Western blot,Functional MTI,25388283.0
MIRT002939,hsa-miR-125b-5p,hsa,ERBB2,2064.0,hsa,qRT-PCR//Luciferase reporter assay//Immunoblot//Western blot,Functional MTI,25388283.0
MIRT002939,hsa-miR-125b-5p,hsa,ERBB2,2064.0,hsa,qRT-PCR//Luciferase reporter assay//Immunoblot//Western blot,Functional MTI,25388283.0
MIRT002939,hsa-miR-125b-5p,hsa,ERBB2,2064.0,hsa,qRT-PCR//Luciferase reporter assay//Immunoblot//Western blot,Functional MTI,25388283.0
MIRT002939,hsa-miR-125b-5p,hsa,ERBB2,2064.0,hsa,qRT-PCR//Luciferase reporter assay//Immunoblot//Western blot,Functional MTI,25388283.0
MIRT002939,hsa-miR-125b-5p,hsa,ERBB2,2064.0,hsa,qRT-PCR//Luciferase reporter assay//Immunoblot//Western blot,Functional MTI,25388283.0
MIRT002939,hsa-miR-125b-5p,hsa,ERBB2,2064.0,hsa,qRT-PCR//Luciferase reporter assay//Immunoblot//Western blot,Functional MTI,25388283.0
MIRT002939,hsa-miR-125b-5p,hsa,ERBB2,2064.0,hsa,qRT-PCR//Luciferase reporter assay//Immunoblot//Western blot,Functional MTI,25388283.0
MIRT002939,hsa-miR-125b-5p,hsa,ERBB2,2064.0,hsa,qRT-PCR//Luciferase reporter assay//Immunoblot//Western blot,Functional MTI,25388283.0
MIRT002939,hsa-miR-125b-5p,hsa,ERBB2,2064.0,hsa,qRT-PCR//Luciferase reporter assay//Immunoblot//Western blot,Functional MTI,25388283.0
MIRT005016,mmu-miR-1a-3p,mmu,Cdk9,107951.0,mmu,qRT-PCR//Luciferase reporter assay//Immunohistochemistry//ChIP-seq//Western blot,Functional MTI,25398966.0
MIRT004292,hsa-miR-23b-3p,hsa,MET,4233.0,hsa,qRT-PCR//Luciferase reporter assay//Western blot,Functional MTI,25405368.0
MIRT004292,hsa-miR-23b-3p,hsa,MET,4233.0,hsa,qRT-PCR//Luciferase reporter assay//Western blot,Functional MTI,25405368.0
MIRT004292,hsa-miR-23b-3p,hsa,MET,4233.0,hsa,qRT-PCR//Luciferase reporter assay//Western blot,Functional MTI,25405368.0
MIRT004292,hsa-miR-23b-3p,hsa,MET,4233.0,hsa,qRT-PCR//Luciferase reporter assay//Western blot,Functional MTI,25405368.0
MIRT003102,hsa-miR-122-5p,hsa,GALNT10,55568.0,hsa,Immunohistochemistry//In situ hybridization//qRT-PCR//Luciferase reporter assay//Immunoprecipitaion//Western blot,Functional MTI,25422324.0
MIRT242970,hsa-miR-23a-3p,hsa,FZD5,7855.0,hsa,qRT-PCR//Microarray//Western blot,Functional MTI,25422915.0
MIRT225973,hsa-miR-98-5p,hsa,E2F5,1875.0,hsa,qRT-PCR//Luciferase reporter assay//Immunofluorescence//Immunoprecipitaion//Western blot,Functional MTI,25422988.0
MIRT731114,hsa-miR-593-3p,hsa,PROP1,5626.0,hsa,Western blot//Luciferase reporter assay,Functional MTI,25434367.0
MIRT731114,hsa-miR-593-3p,hsa,PROP1,5626.0,hsa,Western blot//Luciferase reporter assay,Functional MTI,25434367.0
MIRT731114,hsa-miR-593-3p,hsa,PROP1,5626.0,hsa,Western blot//Luciferase reporter assay,Functional MTI,25434367.0
MIRT731114,hsa-miR-593-3p,hsa,PROP1,5626.0,hsa,Western blot//Luciferase reporter assay,Functional MTI,25434367.0
MIRT731115,hsa-miR-511-5p,hsa,PROP1,5626.0,hsa,Western blot//Luciferase reporter assay,Functional MTI,25434367.0
MIRT731115,hsa-miR-511-5p,hsa,PROP1,5626.0,hsa,Western blot//Luciferase reporter assay,Functional MTI,25434367.0
MIRT731115,hsa-miR-511-5p,hsa,PROP1,5626.0,hsa,Western blot//Luciferase reporter assay,Functional MTI,25434367.0
MIRT731115,hsa-miR-511-5p,hsa,PROP1,5626.0,hsa,Western blot//Luciferase reporter assay,Functional MTI,25434367.0
MIRT005920,hsa-miR-26a-5p,hsa,MTDH,92140.0,hsa,qRT-PCR//Immunohistochemistry//In situ hybridization//Western blot,Functional MTI,25434799.0
MIRT001800,hsa-miR-16-5p,hsa,BCL2,596.0,hsa,Immunoprecipitaion//qRT-PCR//Immunoblot//Western blot,Functional MTI,25435430.0
MIRT194613,hsa-miR-29a-3p,hsa,NFIA,4774.0,hsa,qRT-PCR//Luciferase reporter assay//Western blot,Functional MTI,25435940.0
MIRT438156,hsa-miR-27a-3p,hsa,KRAS,3845.0,hsa,qRT-PCR//Luciferase reporter assay//Western blot,Functional MTI,25436011.0
MIRT438156,hsa-miR-27a-3p,hsa,KRAS,3845.0,hsa,qRT-PCR//Luciferase reporter assay//Western blot,Functional MTI,25436011.0
MIRT438156,hsa-miR-27a-3p,hsa,KRAS,3845.0,hsa,qRT-PCR//Luciferase reporter assay//Western blot,Functional MTI,25436011.0
MIRT731117,hsa-miR-34a-5p,hsa,TCF7,6932.0,hsa,qRT-PCR//Luciferase reporter assay//Immunohistochemistry//Western blot,Functional MTI,25436980.0
MIRT731117,hsa-miR-34a-5p,hsa,TCF7,6932.0,hsa,qRT-PCR//Luciferase reporter assay//Immunohistochemistry//Western blot,Functional MTI,25436980.0
MIRT053499,hsa-miR-34a-5p,hsa,BIRC5,332.0,hsa,qRT-PCR//Luciferase reporter assay//Immunohistochemistry//Western blot,Functional MTI,25436980.0
MIRT053499,hsa-miR-34a-5p,hsa,BIRC5,332.0,hsa,qRT-PCR//Luciferase reporter assay//Immunohistochemistry//Western blot,Functional MTI,25436980.0
MIRT004593,hsa-miR-19a-3p,hsa,TGFBR2,7048.0,hsa,qRT-PCR//Luciferase reporter assay//Western blot,Functional MTI,25443138.0
MIRT026131,hsa-miR-192-5p,hsa,XIAP,331.0,hsa,qRT-PCR//Luciferase reporter assay//Immunohistochemistry//Western blot,Functional MTI,25444916.0
MIRT026131,hsa-miR-192-5p,hsa,XIAP,331.0,hsa,qRT-PCR//Luciferase reporter assay//Immunohistochemistry//Western blot,Functional MTI,25444916.0
MIRT024546,hsa-miR-215-5p,hsa,XIAP,331.0,hsa,qRT-PCR//Luciferase reporter assay//Immunohistochemistry//Western blot,Functional MTI,25444916.0
MIRT024546,hsa-miR-215-5p,hsa,XIAP,331.0,hsa,qRT-PCR//Luciferase reporter assay//Immunohistochemistry//Western blot,Functional MTI,25444916.0
MIRT731118,hsa-miR-222-3p,hsa,GNAI3,2773.0,hsa,qRT-PCR//Luciferase reporter assay//Immunohistochemistry//Western blot,Functional MTI,25444921.0
MIRT731118,hsa-miR-222-3p,hsa,GNAI3,2773.0,hsa,qRT-PCR//Luciferase reporter assay//Immunohistochemistry//Western blot,Functional MTI,25444921.0
MIRT731121,hsa-miR-21-5p,hsa,CASC2,255082.0,hsa,qRT-PCR//Luciferase reporter assay//Immunoprecipitaion//Western blot,Functional MTI,25446261.0
MIRT731121,hsa-miR-21-5p,hsa,CASC2,255082.0,hsa,qRT-PCR//Luciferase reporter assay//Immunoprecipitaion//Western blot,Functional MTI,25446261.0
MIRT731123,hsa-miR-197-3p,hsa,FOXJ2,55810.0,hsa,Luciferase reporter assay//qRT-PCR//Microarray//Western blot,Functional MTI,25451482.0
MIRT731123,hsa-miR-197-3p,hsa,FOXJ2,55810.0,hsa,Luciferase reporter assay//qRT-PCR//Microarray//Western blot,Functional MTI,25451482.0
MIRT731124,hsa-miR-638,hsa,CDK2,1017.0,hsa,qRT-PCR//Luciferase reporter assay//Western blot,Functional MTI,25451924.0
MIRT731124,hsa-miR-638,hsa,CDK2,1017.0,hsa,qRT-PCR//Luciferase reporter assay//Western blot,Functional MTI,25451924.0
MIRT731124,hsa-miR-638,hsa,CDK2,1017.0,hsa,qRT-PCR//Luciferase reporter assay//Western blot,Functional MTI,25451924.0
MIRT731124,hsa-miR-638,hsa,CDK2,1017.0,hsa,qRT-PCR//Luciferase reporter assay//Western blot,Functional MTI,25451924.0
MIRT731126,hsa-miR-18a-5p,hsa,RUNX1,861.0,hsa,Luciferase reporter assay//qRT-PCR//Western blot//,Functional MTI,25452107.0
MIRT731126,hsa-miR-18a-5p,hsa,RUNX1,861.0,hsa,Luciferase reporter assay//qRT-PCR//Western blot//,Functional MTI,25452107.0
MIRT731126,hsa-miR-18a-5p,hsa,RUNX1,861.0,hsa,Luciferase reporter assay//qRT-PCR//Western blot//,Functional MTI,25452107.0
MIRT731127,mml-miR-34a-5p,mml,SIRT1,695682.0,mml,qRT-PCR//Luciferase reporter assay//In situ hybridization//Western blot,Functional MTI,25452565.0
MIRT731127,mml-miR-34a-5p,mml,SIRT1,695682.0,mml,qRT-PCR//Luciferase reporter assay//In situ hybridization//Western blot,Functional MTI,25452565.0
MIRT731130,mmu-miR-150-5p,mmu,Cxcr4,12767.0,mmu,ELISA//Western blot//Luciferase reporter assay//qRT-PCR//Immunohistochemistry,Functional MTI,25466411.0
MIRT731130,mmu-miR-150-5p,mmu,Cxcr4,12767.0,mmu,ELISA//Western blot//Luciferase reporter assay//qRT-PCR//Immunohistochemistry,Functional MTI,25466411.0
MIRT731131,hsa-miR-495-3p,hsa,CCL2,6347.0,hsa,ELISA//qRT-PCR//Luciferase reporter assay//Western blot,Functional MTI,25466836.0
MIRT731131,hsa-miR-495-3p,hsa,CCL2,6347.0,hsa,ELISA//qRT-PCR//Luciferase reporter assay//Western blot,Functional MTI,25466836.0
MIRT731133,hsa-miR-146a-5p,hsa,SOS1,6654.0,hsa,Western blot//Luciferase reporter assay,Functional MTI,25469565.0
MIRT731133,hsa-miR-146a-5p,hsa,SOS1,6654.0,hsa,Western blot//Luciferase reporter assay,Functional MTI,25469565.0
MIRT731135,mmu-miR-17-3p,mmu,Pawr,114774.0,mmu,qRT-PCR//Immunocytochemistry//Luciferase reporter assay//Western blot,Functional MTI,25472717.0
MIRT731135,mmu-miR-17-3p,mmu,Pawr,114774.0,mmu,qRT-PCR//Immunocytochemistry//Luciferase reporter assay//Western blot,Functional MTI,25472717.0
MIRT731137,hsa-miR-516a-3p,hsa,WNT5A,7474.0,hsa,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,25475098.0
MIRT731137,hsa-miR-516a-3p,hsa,WNT5A,7474.0,hsa,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,25475098.0
MIRT731137,hsa-miR-516a-3p,hsa,WNT5A,7474.0,hsa,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,25475098.0
MIRT731137,hsa-miR-516a-3p,hsa,WNT5A,7474.0,hsa,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,25475098.0
MIRT731137,hsa-miR-516a-3p,hsa,WNT5A,7474.0,hsa,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,25475098.0
MIRT731137,hsa-miR-516a-3p,hsa,WNT5A,7474.0,hsa,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,25475098.0
MIRT731137,hsa-miR-516a-3p,hsa,WNT5A,7474.0,hsa,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,25475098.0
MIRT731137,hsa-miR-516a-3p,hsa,WNT5A,7474.0,hsa,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,25475098.0
MIRT002289,hsa-miR-7-5p,hsa,EGFR,1956.0,hsa,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,25475098.0
MIRT002289,hsa-miR-7-5p,hsa,EGFR,1956.0,hsa,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,25475098.0
MIRT002289,hsa-miR-7-5p,hsa,EGFR,1956.0,hsa,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,25475098.0
MIRT002289,hsa-miR-7-5p,hsa,EGFR,1956.0,hsa,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,25475098.0
MIRT006036,hsa-miR-203a-3p,hsa,BMI1,648.0,hsa,Luciferase reporter assay//qRT-PCR//Immunocytochemistry//Western blot,Functional MTI,25475727.0
MIRT006036,hsa-miR-203a-3p,hsa,BMI1,648.0,hsa,Luciferase reporter assay//qRT-PCR//Immunocytochemistry//Western blot,Functional MTI,25475727.0
MIRT731140,mmu-miR-24-2-5p,mmu,Smad5,17129.0,mmu,qRT-PCR//Western blot,Functional MTI,25476774.0
MIRT731140,mmu-miR-24-2-5p,mmu,Smad5,17129.0,mmu,qRT-PCR//Western blot,Functional MTI,25476774.0
MIRT005644,hsa-miR-143-3p,hsa,HRAS,3265.0,hsa,qRT-PCR//In situ hybridization//Western blot,Functional MTI,25477374.0
MIRT003759,hsa-miR-143-3p,hsa,MAPK7,5598.0,hsa,qRT-PCR//In situ hybridization//Western blot,Functional MTI,25477374.0
MIRT000731,hsa-miR-145-5p,hsa,IRS1,3667.0,hsa,qRT-PCR//In situ hybridization//Western blot,Functional MTI,25477374.0
MIRT656541,hsa-miR-200a-3p,hsa,MACC1,346389.0,hsa,qRT-PCR//Luciferase reporter assay//Western blot,Functional MTI,25482402.0
MIRT656541,hsa-miR-200a-3p,hsa,MACC1,346389.0,hsa,qRT-PCR//Luciferase reporter assay//Western blot,Functional MTI,25482402.0
MIRT199238,hsa-miR-203a-3p,hsa,TYMS,7298.0,hsa,qRT-PCR//Luciferase reporter assay//Western blot,Functional MTI,25482885.0
MIRT731141,hsa-miR-26b-5p,hsa,COX2,4513.0,hsa,qRT-PCR//Luciferase reporter assay//Western blot,Functional MTI,25483152.0
MIRT731141,hsa-miR-26b-5p,hsa,COX2,4513.0,hsa,qRT-PCR//Luciferase reporter assay//Western blot,Functional MTI,25483152.0
MIRT438888,mmu-miR-19b-3p,mmu,Wnt1,22408.0,mmu,qRT-PCR//Luciferase reporter assay//Western blot,Functional MTI,25483911.0
MIRT731144,mmu-miR-20a-5p,mmu,Atg16l1,77040.0,mmu,qRT-PCR//Luciferase reporter assay//Western blot,Functional MTI,25485521.0
MIRT731144,mmu-miR-20a-5p,mmu,Atg16l1,77040.0,mmu,qRT-PCR//Luciferase reporter assay//Western blot,Functional MTI,25485521.0
MIRT115549,hsa-miR-449a,hsa,MAZ,4150.0,hsa,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,25487955.0
MIRT731147,hsa-miR-30a-5p,hsa,LOX,4015.0,hsa,Western blot//Luciferase reporter assay//Immunohistochemistry,Functional MTI,25488748.0
MIRT731147,hsa-miR-30a-5p,hsa,LOX,4015.0,hsa,Western blot//Luciferase reporter assay//Immunohistochemistry,Functional MTI,25488748.0
MIRT052994,hsa-miR-98-5p,hsa,CYP19A1,1588.0,hsa,qRT-PCR//Luciferase reporter assay//Western blot,Functional MTI,25496461.0
MIRT052994,hsa-miR-98-5p,hsa,CYP19A1,1588.0,hsa,qRT-PCR//Luciferase reporter assay//Western blot,Functional MTI,25496461.0
MIRT731149,hsa-miR-466,hsa,TRIM13,10206.0,hsa,qRT-PCR//Luciferase reporter assay//Western blot,Functional MTI,25497012.0
MIRT731149,hsa-miR-466,hsa,TRIM13,10206.0,hsa,qRT-PCR//Luciferase reporter assay//Western blot,Functional MTI,25497012.0
MIRT731150,hsa-miR-206,hsa,ANXA2,302.0,hsa,Luciferase reporter assay//qRT-PCR//Immunohistochemistry//Western blot,Functional MTI,25500542.0
MIRT438292,hsa-miR-206,hsa,KRAS,3845.0,hsa,Luciferase reporter assay//qRT-PCR//Immunohistochemistry//Western blot,Functional MTI,25500542.0
MIRT437703,hsa-miR-27b-3p,hsa,CRISP2,7180.0,hsa,qRT-PCR//Luciferase reporter assay//Western blot,Functional MTI,25505194.0
MIRT004296,hsa-miR-200b-3p,hsa,WASF3,10810.0,hsa,qRT-PCR//Luciferase reporter assay//Immunofluorescence//Western blot,Functional MTI,25510861.0
MIRT004296,hsa-miR-200b-3p,hsa,WASF3,10810.0,hsa,qRT-PCR//Luciferase reporter assay//Immunofluorescence//Western blot,Functional MTI,25510861.0
MIRT004296,hsa-miR-200b-3p,hsa,WASF3,10810.0,hsa,qRT-PCR//Luciferase reporter assay//Immunofluorescence//Western blot,Functional MTI,25510861.0
MIRT004296,hsa-miR-200b-3p,hsa,WASF3,10810.0,hsa,qRT-PCR//Luciferase reporter assay//Immunofluorescence//Western blot,Functional MTI,25510861.0
MIRT438342,hsa-miR-25-3p,hsa,FBXW7,55294.0,hsa,Western blot//Immunofluorescence//Immunohistochemistry,Functional MTI,25512615.0
MIRT438342,hsa-miR-25-3p,hsa,FBXW7,55294.0,hsa,Western blot//Immunofluorescence//Immunohistochemistry,Functional MTI,25512615.0
MIRT736275,mmu-miR-27a-3p,mmu,Foxo1,56458.0,mmu,qRT-PCR//Luciferase reporter assay//Western blot,Functional MTI,25519956.0
MIRT734162,mmu-miR-27a-3p,mmu,Smad3,17127.0,mmu,qRT-PCR//Luciferase reporter assay//Western blot,Functional MTI,25519956.0
MIRT004876,mmu-miR-24-3p,mmu,Smad4,17128.0,mmu,qRT-PCR//Luciferase reporter assay//Western blot,Functional MTI,25519956.0
MIRT731155,mmu-miR-24-3p,mmu,Pou5f1,18999.0,mmu,qRT-PCR//Luciferase reporter assay//Western blot,Functional MTI,25519956.0
MIRT731155,mmu-miR-24-3p,mmu,Pou5f1,18999.0,mmu,qRT-PCR//Luciferase reporter assay//Western blot,Functional MTI,25519956.0
MIRT222459,hsa-miR-142-5p,hsa,RAC1,5879.0,hsa,Western blot//Luciferase reporter assay,Functional MTI,25530132.0
MIRT731160,mmu-miR-96-5p,mmu,Akt1s1,67605.0,mmu,Western blot//Luciferase reporter assay//Immunohistochemistry,Functional MTI,25531317.0
MIRT731160,mmu-miR-96-5p,mmu,Akt1s1,67605.0,mmu,Western blot//Luciferase reporter assay//Immunohistochemistry,Functional MTI,25531317.0
MIRT731160,mmu-miR-96-5p,mmu,Akt1s1,67605.0,mmu,Western blot//Luciferase reporter assay//Immunohistochemistry,Functional MTI,25531317.0
MIRT731160,mmu-miR-96-5p,mmu,Akt1s1,67605.0,mmu,Western blot//Luciferase reporter assay//Immunohistochemistry,Functional MTI,25531317.0
MIRT731163,hsa-miR-224-5p,hsa,APLN,8862.0,hsa,Luciferase reporter assay//qRT-PCR//Microarray//Western blot,Functional MTI,25532941.0
MIRT731163,hsa-miR-224-5p,hsa,APLN,8862.0,hsa,Luciferase reporter assay//qRT-PCR//Microarray//Western blot,Functional MTI,25532941.0
MIRT731164,rno-miR-144-3p,rno,Tlr2,310553.0,rno,qRT-PCR//Luciferase reporter assay//Western blot,Functional MTI,25534427.0
MIRT731164,rno-miR-144-3p,rno,Tlr2,310553.0,rno,qRT-PCR//Luciferase reporter assay//Western blot,Functional MTI,25534427.0
MIRT731168,hsa-miR-26a-5p,hsa,ITGA5,3678.0,hsa,Western blot//Luciferase reporter assay,Functional MTI,25537511.0
MIRT731168,hsa-miR-26a-5p,hsa,ITGA5,3678.0,hsa,Western blot//Luciferase reporter assay,Functional MTI,25537511.0
MIRT731169,hsa-miR-135b-5p,hsa,RECK,8434.0,hsa,Western blot//Luciferase reporter assay,Functional MTI,25537516.0
MIRT731169,hsa-miR-135b-5p,hsa,RECK,8434.0,hsa,Western blot//Luciferase reporter assay,Functional MTI,25537516.0
MIRT731170,hsa-miR-135b-5p,hsa,EVI5,7813.0,hsa,Western blot//Luciferase reporter assay,Functional MTI,25537516.0
MIRT731170,hsa-miR-135b-5p,hsa,EVI5,7813.0,hsa,Western blot//Luciferase reporter assay,Functional MTI,25537516.0
MIRT731173,hsa-miR-1470,hsa,JUN,3725.0,hsa,qRT-PCR//Luciferase reporter assay//Western blot,Functional MTI,25545366.0
MIRT731173,hsa-miR-1470,hsa,JUN,3725.0,hsa,qRT-PCR//Luciferase reporter assay//Western blot,Functional MTI,25545366.0
MIRT731176,rno-miR-181c-5p,rno,Tlr4,29260.0,rno,Luciferase reporter assay//qRT-PCR//Microarray//Western blot,Functional MTI,25545945.0
MIRT731176,rno-miR-181c-5p,rno,Tlr4,29260.0,rno,Luciferase reporter assay//qRT-PCR//Microarray//Western blot,Functional MTI,25545945.0
MIRT735728,hsa-miR-429,hsa,HIF1A,3091.0,hsa,qRT-PCR//Western blot,Functional MTI,25550463.0
MIRT731180,hsa-miR-10a-5p,hsa,SERPINE1,5054.0,hsa,qRT-PCR//ELISA//Luciferase reporter assay//Western blot,Functional MTI,25554417.0
MIRT731180,hsa-miR-10a-5p,hsa,SERPINE1,5054.0,hsa,qRT-PCR//ELISA//Luciferase reporter assay//Western blot,Functional MTI,25554417.0
MIRT731181,hsa-miR-181c-5p,hsa,PRAP1,118471.0,hsa,qRT-PCR//ELISA//Luciferase reporter assay//Western blot,Functional MTI,25554417.0
MIRT731181,hsa-miR-181c-5p,hsa,PRAP1,118471.0,hsa,qRT-PCR//ELISA//Luciferase reporter assay//Western blot,Functional MTI,25554417.0
MIRT000263,hsa-miR-17-5p,hsa,YES1,7525.0,hsa,qRT-PCR//Luciferase reporter assay//Western blot,Functional MTI,25561420.0
MIRT000263,hsa-miR-17-5p,hsa,YES1,7525.0,hsa,qRT-PCR//Luciferase reporter assay//Western blot,Functional MTI,25561420.0
MIRT054176,mmu-miR-132-3p,mmu,Foxo3,56484.0,mmu,qRT-PCR//Microarray//Western blot,Functional MTI,25564423.0
MIRT000695,hsa-miR-34a-5p,hsa,MYC,4609.0,hsa,qRT-PCR//Western blot,Functional MTI,25572695.0
MIRT005480,hsa-miR-34a-5p,hsa,CD44,960.0,hsa,qRT-PCR//Western blot,Functional MTI,25572695.0
MIRT438751,hsa-miR-148a-3p,hsa,S1PR1,1901.0,hsa,qRT-PCR//Luciferase reporter assay//Western blot,Functional MTI,25574238.0
MIRT438751,hsa-miR-148a-3p,hsa,S1PR1,1901.0,hsa,qRT-PCR//Luciferase reporter assay//Western blot,Functional MTI,25574238.0
MIRT731182,hsa-miR-152-3p,hsa,XIST,7503.0,hsa,qRT-PCR/Luciferase reporter assay//Western blot,Functional MTI,25578780.0
MIRT731182,hsa-miR-152-3p,hsa,XIST,7503.0,hsa,qRT-PCR/Luciferase reporter assay//Western blot,Functional MTI,25578780.0
MIRT002098,hsa-miR-34a-5p,hsa,SIRT1,23411.0,hsa,Western blot,Functional MTI,25585539.0
MIRT054353,hsa-miR-221-3p,hsa,APAF1,317.0,hsa,Western blot//Immunohistochemistry//Luciferase reporter assay,Functional MTI,25586265.0
MIRT025380,hsa-miR-34a-5p,hsa,LEF1,51176.0,hsa,Luciferase reporter assay//Western blot//Microarray,Functional MTI,25587085.0
MIRT025380,hsa-miR-34a-5p,hsa,LEF1,51176.0,hsa,Luciferase reporter assay//Western blot//Microarray,Functional MTI,25587085.0
MIRT731191,hsa-miR-373-3p,hsa,JAK1,3716.0,hsa,Immunoprecipitaion//qRT-PCR//Luciferase reporter assay//Western blot,Functional MTI,25589644.0
MIRT731191,hsa-miR-373-3p,hsa,JAK1,3716.0,hsa,Immunoprecipitaion//qRT-PCR//Luciferase reporter assay//Western blot,Functional MTI,25589644.0
MIRT190679,hsa-miR-373-3p,hsa,IRF9,10379.0,hsa,Immunoprecipitaion//qRT-PCR//Luciferase reporter assay//Western blot,Functional MTI,25589644.0
MIRT190679,hsa-miR-373-3p,hsa,IRF9,10379.0,hsa,Immunoprecipitaion//qRT-PCR//Luciferase reporter assay//Western blot,Functional MTI,25589644.0
MIRT731192,hsa-miR-373-3p,hsa,PIK3CA,5290.0,hsa,Western blot//Luciferase reporter assay//Microarray,Functional MTI,25591738.0
MIRT731192,hsa-miR-373-3p,hsa,PIK3CA,5290.0,hsa,Western blot//Luciferase reporter assay//Microarray,Functional MTI,25591738.0
MIRT731198,hsa-miR-637,hsa,AKT1,207.0,hsa,Immunohistochemistry//In situ hybridization//Western blot//Luciferase reporter assay,Functional MTI,25597410.0
MIRT731198,hsa-miR-637,hsa,AKT1,207.0,hsa,Immunohistochemistry//In situ hybridization//Western blot//Luciferase reporter assay,Functional MTI,25597410.0
MIRT003007,hsa-miR-155-5p,hsa,TP53INP1,94241.0,hsa,Western blot,Functional MTI,25601564.0
MIRT731202,mmu-miR-200c-3p,mmu,Reln,19699.0,mmu,Immunoblot//Luciferase reporter assay//Western blot//,Functional MTI,25604249.0
MIRT731202,mmu-miR-200c-3p,mmu,Reln,19699.0,mmu,Immunoblot//Luciferase reporter assay//Western blot//,Functional MTI,25604249.0
MIRT731202,mmu-miR-200c-3p,mmu,Reln,19699.0,mmu,Immunoblot//Luciferase reporter assay//Western blot//,Functional MTI,25604249.0
MIRT000665,hsa-miR-206,hsa,NOTCH3,4854.0,hsa,qRT-PCR//Immunohistochemistry//Western blot,Functional MTI,25607234.0
MIRT541431,hsa-miR-195-5p,hsa,CBX4,8535.0,hsa,qRT-PCR//Luciferase reporter assay//Western blot,Functional MTI,25607636.0
MIRT541431,hsa-miR-195-5p,hsa,CBX4,8535.0,hsa,qRT-PCR//Luciferase reporter assay//Western blot,Functional MTI,25607636.0
MIRT004931,hsa-miR-145-5p,hsa,IGF1R,3480.0,hsa,qRT-PCR//Luciferase reporter assay//Western blot,Functional MTI,25609710.0
MIRT024965,hsa-miR-214-3p,hsa,ARL2,402.0,hsa,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,25621032.0
MIRT024965,hsa-miR-214-3p,hsa,ARL2,402.0,hsa,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,25621032.0
MIRT006775,hsa-miR-375,hsa,SP1,6667.0,hsa,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,25633534.0
MIRT006775,hsa-miR-375,hsa,SP1,6667.0,hsa,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,25633534.0
MIRT006037,hsa-miR-203a-3p,hsa,RUNX2,860.0,hsa,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,25634212.0
MIRT006168,mmu-miR-34a-5p,mmu,Sirt1,93759.0,mmu,Immunocytochemistry//Immunohistochemistry//Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,25638533.0
MIRT053570,hsa-miR-200b-3p,hsa,SP1,6667.0,hsa,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,25639535.0
MIRT731217,hsa-miR-145-5p,hsa,SENP1,29843.0,hsa,qRT-PCR//Luciferase reporter assay//Western blot,Functional MTI,25645686.0
MIRT731217,hsa-miR-145-5p,hsa,SENP1,29843.0,hsa,qRT-PCR//Luciferase reporter assay//Western blot,Functional MTI,25645686.0
MIRT731218,hsa-miR-3189-3p,hsa,SF3B2,10992.0,hsa,qRT-PCR//Luciferase reporter assay//Western blot,Functional MTI,25645911.0
MIRT731218,hsa-miR-3189-3p,hsa,SF3B2,10992.0,hsa,qRT-PCR//Luciferase reporter assay//Western blot,Functional MTI,25645911.0
MIRT731219,hsa-miR-3189-3p,hsa,ARHGEF25,115557.0,hsa,qRT-PCR//Luciferase reporter assay//Western blot,Functional MTI,25645911.0
MIRT731219,hsa-miR-3189-3p,hsa,ARHGEF25,115557.0,hsa,qRT-PCR//Luciferase reporter assay//Western blot,Functional MTI,25645911.0
