Index,DataSetID,species,RBPSYMBOL,CELLLINE,Genesymbol,Disease,baseMean,log2FC,padj,Change,_disease,_species,_type
377,DataSet_325,mouse,Pus1,NIH/3T3,mmu-miR-98-5p,Normal,11018.4967891712,0.769933780016223,0.00041499998449346,Up,Normal,mouse,miRNA
336,DataSet_324,mouse,Pus1,NIH/3T3,mmu-miR-543-5p,Normal,2398.29621645795,0.758272639291574,0.00372799188011511,Up,Normal,mouse,miRNA
378,DataSet_325,mouse,Pus1,NIH/3T3,mmu-miR-21a-5p,Normal,863211.863123511,0.748113845101623,0.0109546534922079,Up,Normal,mouse,miRNA
379,DataSet_325,mouse,Pus1,NIH/3T3,mmu-miR-872-5p,Normal,470.933387686473,-0.738587607329052,0.059628528606681,Down,Normal,mouse,miRNA
380,DataSet_325,mouse,Pus1,NIH/3T3,mmu-miR-34c-5p,Normal,38029.2102219853,-0.73855761896854,8.67798573053023e-05,Down,Normal,mouse,miRNA
381,DataSet_325,mouse,Pus1,NIH/3T3,mmu-miR-16-5p,Normal,4965.55183751169,-0.733443417929435,0.0196924136575102,Down,Normal,mouse,miRNA
382,DataSet_325,mouse,Pus1,NIH/3T3,mmu-miR-100-5p,Normal,130682.77230592,-0.732134126831608,0.000972913894925585,Down,Normal,mouse,miRNA
383,DataSet_325,mouse,Pus1,NIH/3T3,mmu-miR-30c-5p,Normal,2792.86036883947,0.731793427111763,0.0191296263396274,Up,Normal,mouse,miRNA
384,DataSet_325,mouse,Pus1,NIH/3T3,mmu-let-7j,Normal,43546.5715192425,0.710868067073863,0.000220336874060178,Up,Normal,mouse,miRNA
385,DataSet_325,mouse,Pus1,NIH/3T3,mmu-miR-148b-5p,Normal,747.832962218334,0.708950788643979,0.0423965731051996,Up,Normal,mouse,miRNA
337,DataSet_324,mouse,Pus1,NIH/3T3,mmu-miR-382-5p,Normal,1516.09251029212,0.708013821622163,0.0114692923722226,Up,Normal,mouse,miRNA
386,DataSet_325,mouse,Pus1,NIH/3T3,mmu-miR-125b-5p,Normal,122566.441623594,-0.698964790664443,0.0745390175115362,Down,Normal,mouse,miRNA
387,DataSet_325,mouse,Pus1,NIH/3T3,mmu-miR-1198-5p,Normal,2933.71448667667,0.695506819900887,0.0285581198754398,Up,Normal,mouse,miRNA
388,DataSet_325,mouse,Pus1,NIH/3T3,mmu-miR-218-5p,Normal,30033.7590581827,0.688216931089486,0.0196924136575102,Up,Normal,mouse,miRNA
389,DataSet_325,mouse,Pus1,NIH/3T3,mmu-miR-26a-5p,Normal,218191.455972888,0.667061073059454,0.0104447430639276,Up,Normal,mouse,miRNA
338,DataSet_324,mouse,Pus1,NIH/3T3,mmu-miR-151-5p,Normal,11257.2959229367,-0.665765305644485,0.00523567271901045,Down,Normal,mouse,miRNA
339,DataSet_324,mouse,Pus1,NIH/3T3,mmu-miR-409-5p,Normal,4949.99495427112,-0.656110157983178,0.000594761085404413,Down,Normal,mouse,miRNA
390,DataSet_325,mouse,Pus1,NIH/3T3,mmu-miR-411-5p,Normal,1953.56462583755,0.649021135245033,0.0132163803164471,Up,Normal,mouse,miRNA
391,DataSet_325,mouse,Pus1,NIH/3T3,mmu-miR-26b-5p,Normal,6863.60640008196,0.648748458524841,0.039321290684679,Up,Normal,mouse,miRNA
392,DataSet_325,mouse,Pus1,NIH/3T3,mmu-let-7a-5p,Normal,638315.038374985,0.642675561210719,0.0132163803164471,Up,Normal,mouse,miRNA
340,DataSet_324,mouse,Pus1,NIH/3T3,mmu-miR-93-5p,Normal,636.077845463344,-0.629367048812815,0.0812309684203311,Down,Normal,mouse,miRNA
393,DataSet_325,mouse,Pus1,NIH/3T3,mmu-miR-423-5p,Normal,11224.2252896724,-0.625785442717964,0.00216088344929186,Down,Normal,mouse,miRNA
341,DataSet_324,mouse,Pus1,NIH/3T3,mmu-miR-361-5p,Normal,6773.46778865993,-0.615942449415661,0.0143814825754304,Down,Normal,mouse,miRNA
394,DataSet_325,mouse,Pus1,NIH/3T3,mmu-miR-34b-5p,Normal,2585.23404906581,-0.599687792791212,0.0191296263396274,Down,Normal,mouse,miRNA
395,DataSet_325,mouse,Pus1,NIH/3T3,mmu-miR-409-5p,Normal,4966.17301629835,-0.589233246897777,0.00936581642549993,Down,Normal,mouse,miRNA
342,DataSet_324,mouse,Pus1,NIH/3T3,mmu-miR-143-5p,Normal,53128.512635568,0.584255150160712,0.032004736409003,Up,Normal,mouse,miRNA
396,DataSet_325,mouse,Pus1,NIH/3T3,mmu-miR-103-1-5p,Normal,3160.26513709109,-0.574047250481665,0.0132163803164471,Down,Normal,mouse,miRNA
397,DataSet_325,mouse,Pus1,NIH/3T3,mmu-miR-103-3p,Normal,6391.54573808513,-0.56362518153882,0.0104447430639276,Down,Normal,mouse,miRNA
398,DataSet_325,mouse,Pus1,NIH/3T3,mmu-miR-328-5p,Normal,6385.94713245127,0.557653260311834,0.0377478204400474,Up,Normal,mouse,miRNA
399,DataSet_325,mouse,Pus1,NIH/3T3,mmu-miR-134-5p,Normal,2951.7177247237,-0.548774180219542,0.0402965463708312,Down,Normal,mouse,miRNA
400,DataSet_325,mouse,Pus1,NIH/3T3,mmu-let-7i-5p,Normal,700887.618676725,0.542287818183601,0.0132163803164471,Up,Normal,mouse,miRNA
401,DataSet_325,mouse,Pus1,NIH/3T3,mmu-miR-351-5p,Normal,13105.9362651877,0.542278543094888,0.0132163803164471,Up,Normal,mouse,miRNA
402,DataSet_325,mouse,Pus1,NIH/3T3,mmu-let-7e-5p,Normal,304048.235424925,-0.520769717873374,0.0191296263396274,Down,Normal,mouse,miRNA
403,DataSet_325,mouse,Pus1,NIH/3T3,mmu-miR-151-5p,Normal,11548.401845285,-0.519680383927605,0.0196924136575102,Down,Normal,mouse,miRNA
404,DataSet_325,mouse,Pus1,NIH/3T3,mmu-miR-206-5p,Normal,2057.8978315908,0.517481063273091,0.0204201976293551,Up,Normal,mouse,miRNA
405,DataSet_325,mouse,Pus1,NIH/3T3,mmu-let-7c-5p,Normal,206347.28732908,0.51654488485368,0.0993870198150065,Up,Normal,mouse,miRNA
