id_cp_interaction,partner_a_Ligand,partner_b_Receptor,,protein_name_a_Ligand,protein_name_b_Receptor,annotation_strategy,source,is_ppi,curator,reactome_complex,reactome_reaction,reactome_pathway,complexPortal_complex,comments,version,interaction_name-,classification,directionality,modulatory_effect
,P02458,integrin_a10b1_complex,CO2A1,,curated,uniprot,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,COL2A1-ITGA10+ITGB1,Adhesion by Collagen/Integrin,Adhesion-Adhesion,
,P02458,integrin_a11b1_complex,CO2A1,,curated,uniprot,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,COL2A1-ITGA11+ITGB1,Adhesion by Collagen/Integrin,Adhesion-Adhesion,
,P02458,integrin_a2b1_complex,CO2A1,,curated,uniprot,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,COL2A1-ITGA2+ITGB1,Adhesion by Collagen/Integrin,Adhesion-Adhesion,
,P02461,Q9Y653,CO3A1,AGRG1,curated,uniprot;reactome;IUPHAR,True,JCranley,,,,,,CellPhoneDBcore4.1,COL3A1-ADGRG1,Adhesion by Collagen/Integrin,Adhesion-Adhesion,
,P02461,integrin_a1b1_complex,CO3A1,,curated,uniprot,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,COL3A1-ITGA1+ITGB1,Adhesion by Collagen/Integrin,Adhesion-Adhesion,
,P02461,integrin_a10b1_complex,CO3A1,,curated,uniprot,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,COL3A1-ITGA10+ITGB1,Adhesion by Collagen/Integrin,Adhesion-Adhesion,
,P02461,integrin_a11b1_complex,CO3A1,,curated,uniprot,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,COL3A1-ITGA11+ITGB1,Adhesion by Collagen/Integrin,Adhesion-Adhesion,
,P02461,integrin_a2b1_complex,CO3A1,,curated,uniprot,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,COL3A1-ITGA2+ITGB1,Adhesion by Collagen/Integrin,Adhesion-Adhesion,
,P02462,Q86SQ4,CO4A1,AGRG6,curated,uniprot;reactome;IUPHAR,True,JCranley,,,,,,CellPhoneDBcore4.1,COL4A1-ADGRG6,Adhesion by Collagen/Integrin,Adhesion-Adhesion,
,P02462,integrin_a1b1_complex,CO4A1,,curated,uniprot,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,COL4A1-ITGA1+ITGB1,Adhesion by Collagen/Integrin,Adhesion-Adhesion,
,P02462,integrin_a10b1_complex,CO4A1,,curated,uniprot,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,COL4A1-ITGA10+ITGB1,Adhesion by Collagen/Integrin,Adhesion-Adhesion,
,P02462,integrin_a11b1_complex,CO4A1,,curated,uniprot,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,COL4A1-ITGA11+ITGB1,Adhesion by Collagen/Integrin,Adhesion-Adhesion,
,P02462,integrin_a2b1_complex,CO4A1,,curated,uniprot,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,COL4A1-ITGA2+ITGB1,Adhesion by Collagen/Integrin,Adhesion-Adhesion,
,P08572,Q86SQ4,CO4A2,AGRG6,curated,uniprot;reactome;IUPHAR,True,JCranley,,,,,,CellPhoneDBcore4.1,COL4A2-ADGRG6,Adhesion by Collagen/Integrin,Adhesion-Adhesion,
,P08572,integrin_a1b1_complex,CO4A2,,curated,uniprot,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,COL4A2-ITGA1+ITGB1,Adhesion by Collagen/Integrin,Adhesion-Adhesion,
