,source,target,weight,padj
0,Androgen,TMPRSS2,11.4906307374,2.38480595753e-47
1,Androgen,NKX3-1,10.6225511027,2.20510249279e-44
2,Androgen,MBOAT2,10.4727329721,4.63237583753e-44
3,Androgen,KLK2,10.176185878,1.94440984116e-40
4,Androgen,SARG,11.3868523945,2.79021042494e-40
5,Androgen,SLC38A4,7.36380493768,1.2530712379499999e-39
6,Androgen,MTMR9,6.13064559946,2.5344031063600004e-38
7,Androgen,ZBTB16,10.6144369438,1.5671524173199998e-36
8,Androgen,KCNN2,9.4731988889,7.711871976159999e-36
9,Androgen,OPRK1,-5.62607353634,1.11424476068e-35
10,Androgen,ADAM7,3.11174530687,3.11445587816e-32
11,Androgen,ABCC4,9.37428478112,2.00952123408e-31
12,Androgen,MYBPC1,4.60857869284,6.80727789424e-31
13,Androgen,EAF2,6.94490738852,7.84196439434e-31
14,Androgen,KLK3,14.6068407674,9.1960446294e-31
15,Androgen,OTULINL,7.7082177175,3.93720268298e-30
16,Androgen,PEX10,5.74946026182,1.41057071519e-29
17,Androgen,SI,-5.79500307445,3.98607715937e-29
18,Androgen,SNAI2,19.8215089854,8.15238863253e-29
19,Androgen,CAMKK2,3.73954403123,2.59013000998e-28
20,Androgen,BMPR1B,4.63408450531,6.18286300539e-28
21,Androgen,F5,6.087825897,1.2047764921100001e-27
22,Androgen,LIFR,8.6125146918,1.1334486394500001e-26
23,Androgen,MAK,5.31367285271,4.1768646985900005e-26
24,Androgen,GNMT,5.67263863695,9.32638494399e-25
25,Androgen,MPC2,5.88831328709,1.22053441289e-24
26,Androgen,CTNNA2,3.86912654352,1.5381996097e-24
27,Androgen,CLDN8,7.82616312833,3.29816151774e-24
28,Androgen,LRRFIP2,4.14418717192,1.8121048380700002e-23
29,Androgen,LRRC31,-5.18102258915,2.47859457194e-23
30,Androgen,LPAR3,5.84827847574,6.075839832090001e-23
31,Androgen,SLC15A2,5.13992665138,6.74975732461e-23
32,Androgen,ELL2,6.5675774538,1.36336902078e-22
33,Androgen,IGF1R,5.01152202997,1.45270633533e-21
34,Androgen,DNM1L,4.18867959332,2.1356182018e-21
35,Androgen,LRIG1,6.62607205612,3.99308941978e-21
36,Androgen,SLITRK3,-3.32064361336,1.5034623307e-20
37,Androgen,KCNMA1,3.54241990608,2.3839984073e-20
38,Androgen,NPPC,4.04611571241,7.79335202273e-20
39,Androgen,ELK4,2.73317183336,6.21306212193e-19
40,Androgen,MRPS18A,3.92493588807,9.54706820929e-19
41,Androgen,CBLL1,5.32543758834,1.08452613931e-18
42,Androgen,AFF3,2.48009244085,1.6895338963500002e-18
43,Androgen,SGK1,12.8168418138,2.0550632592200004e-18
44,Androgen,STK39,6.93412462041,2.0842887448600002e-18
45,Androgen,PMEPA1,10.9989122239,2.12761317132e-18
46,Androgen,MALT1,6.66978209415,2.36319782023e-18
47,Androgen,CDK8,-4.29086828336,2.51413222544e-18
48,Androgen,CROT,4.35830672292,2.72477608693e-18
49,Androgen,PGC,4.7496332151,4.11145422896e-18
50,Androgen,STEAP4,9.19433931111,6.517039307220001e-18
51,Androgen,NSMAF,3.28454451793,6.95956498147e-18
52,Androgen,GPR63,-3.22759309882,1.3055475378200001e-17
53,Androgen,TLL1,-2.46391807731,1.59406591342e-17
54,Androgen,MAF,5.86387138398,1.8056603569e-17
55,Androgen,DHCR24,6.84300840294,2.6801968894500002e-17
56,Androgen,FRK,4.70024893522,2.99302199579e-17
57,Androgen,CENPN,8.49101673326,3.5028718403200003e-17
58,Androgen,SORD,5.77756578443,3.58729607104e-17
59,Androgen,IQGAP2,5.12448342846,5.2863691776800005e-17
60,Androgen,MPHOSPH9,5.10619862739,5.4726911601100005e-17
61,Androgen,HOXC13,-3.63425580489,8.30110521046e-17
62,Androgen,CHRNA2,3.3317016194,8.72289731002e-17
63,Androgen,CTBP1,-2.89217188229,9.908482091860001e-17
64,Androgen,KLF15,2.83253408437,1.12346766139e-16
65,Androgen,ACSL3,8.25821358567,1.19060922689e-16
66,Androgen,TPD52,4.54571137515,3.1813599239199997e-16
67,Androgen,SPDEF,3.75095128457,3.4528428203e-16
68,Androgen,FZD5,4.68661955181,3.95334834012e-16
69,Androgen,GRIK1,-1.64651345517,6.57513780357e-16
70,Androgen,CSGALNACT1,6.84603443294,6.872220752e-16
71,Androgen,DNASE2B,3.01132858824,6.89044176442e-16
72,Androgen,PHF8,1.86964493558,1.20085732185e-15
73,Androgen,ARHGEF26,5.31107976025,1.57487578479e-15
74,Androgen,UAP1,7.62235942884,1.84488932249e-15
75,Androgen,ECI2,4.26810222296,2.0814583281399997e-15
76,Androgen,ADPRM,4.13348871896,2.4499951073499997e-15
77,Androgen,GRHL2,4.29572486397,3.23687418898e-15
78,Androgen,ENDOD1,6.51615227021,3.37749880923e-15
79,Androgen,NCAPD3,8.44090141153,7.14774480358e-15
80,Androgen,AZGP1,5.81835009695,8.18288355798e-15
81,Androgen,ACP3,-3.01472809845,9.00291293176e-15
82,Androgen,TSPAN3,-3.04694823602,1.1254764484799999e-14
83,Androgen,IGF1,2.68011765402,1.2751416508000001e-14
84,Androgen,PDE9A,2.90020939568,1.59121713278e-14
85,Androgen,SYTL2,-5.38953615735,1.70753611118e-14
86,Androgen,PPP2CB,2.35261800325,2.7706333775499997e-14
87,Androgen,MYNN,-2.91880437202,2.8020413312e-14
88,Androgen,RAB3B,4.39309957965,3.31498643161e-14
89,Androgen,SEC14L2,4.38852738911,3.4431298313599995e-14
90,Androgen,PSMD8,3.65732836091,3.63130513581e-14
91,Androgen,UBE2J1,3.76002103397,3.7958081863899994e-14
92,Androgen,FUT8,-4.40595359044,7.24871844689e-14
93,Androgen,PAK1IP1,7.6919315634,9.461596297639999e-14
94,Androgen,MANEA,-4.00414637037,1.16701147392e-13
95,Androgen,GCG,-2.17133592689,1.25162965851e-13
96,Androgen,SELENOP,6.33678058131,1.2801463519300001e-13
97,Androgen,TRPM8,3.83541868895,1.47502166728e-13
98,Androgen,SCAP,2.92921089044,1.59470971519e-13
99,Androgen,MCCC2,2.80800480204,2.0083809352900001e-13
100,Androgen,NNMT,6.09032697311,2.1658196130900001e-13
101,Androgen,GREB1,5.56495649091,2.46032761119e-13
102,Androgen,ABHD2,5.229518364,2.71211216891e-13
103,Androgen,PNLIP,2.44136328553,3.39165013782e-13
104,Androgen,MAPK6,3.24653513246,3.75198904584e-13
105,Androgen,TNFAIP8,6.83059409493,4.63827179666e-13
106,Androgen,TMEM38B,-4.13283619758,6.11108164504e-13
107,Androgen,KALRN,-1.18918847198,6.46161953203e-13
108,Androgen,MPZL1,2.503403837,7.39867775201e-13
109,Androgen,ZBTB10,4.66305998722,1.08254288997e-12
110,Androgen,COLEC12,-3.87535587493,1.1393266436900002e-12
111,Androgen,DENND1B,-3.51973011425,1.34688526082e-12
112,Androgen,TRIM45,-2.4815293526,1.4771177454500001e-12
113,Androgen,RAB27A,4.18865850226,1.6075943172e-12
114,Androgen,GRB10,-4.89075851789,1.6273015678600001e-12
115,Androgen,AKAP5,2.36868028532,1.7517208651700001e-12
116,Androgen,SNRK,-2.28589368592,2.5925308326500003e-12
117,Androgen,KLK15,1.28276459453,2.68051284415e-12
118,Androgen,SAYSD1,-1.61029533463,2.91571786653e-12
119,Androgen,TRIM36,3.33793117497,3.1025999329200004e-12
120,Androgen,ORC5,3.28469858407,3.6124193766900004e-12
121,Androgen,PLA2G5,1.60273782257,3.72745254988e-12
122,Androgen,CHKA,3.74431578374,3.73027353164e-12
123,Androgen,ABCC1,3.44972478714,6.56043273517e-12
124,Androgen,PPP1CB,3.35835556015,7.79943658535e-12
125,Androgen,BARD1,-4.80969112827,8.868711557560001e-12
126,Androgen,HEBP2,2.81694520151,9.40472773089e-12
127,Androgen,OLA1,2.33763911297,1.00332435749e-11
128,Androgen,TENM1,2.37952949137,1.14222825071e-11
129,Androgen,GALNT10,-2.97199575307,1.3077162187e-11
130,Androgen,CREBZF,-1.84097927528,1.71054008359e-11
131,Androgen,INPP4B,4.80451897788,1.73491156122e-11
132,Androgen,MAN1A1,-6.21456367095,1.88463483718e-11
133,Androgen,RARB,2.7037332567,2.41731168855e-11
134,Androgen,SLC43A1,4.03557670537,2.6367595862e-11
135,Androgen,PPFIBP2,2.94436167377,2.86685616907e-11
136,Androgen,ST6GALNAC5,-2.39871940096,3.08381303237e-11
137,Androgen,PCTP,3.41095116797,3.14637280802e-11
138,Androgen,PITX1,-2.68040248873,3.20819791436e-11
139,Androgen,IRS2,6.85366315869,3.68713737725e-11
140,Androgen,MYRIP,-3.01545080602,4.14787662831e-11
141,Androgen,FECH,2.56997936462,5.09483813931e-11
142,Androgen,SOCS2,4.66149336276,6.48113052058e-11
143,Androgen,MYCBP2,2.53763323677,6.53027187236e-11
144,Androgen,SLC35F2,4.53735066489,6.75325850211e-11
145,Androgen,MAPRE2,-1.92481153106,6.92422640553e-11
146,Androgen,TULP4,-3.19079944336,8.63412438326e-11
147,Androgen,ATP1A1,2.77926385092,8.64986323506e-11
148,Androgen,SEC24D,2.95807251287,8.94426526526e-11
149,Androgen,PTPN21,2.06260525556,8.98738220828e-11
150,Androgen,KCND2,2.76909126593,9.17071596519e-11
151,Androgen,TRPS1,-3.76135107079,9.5292660199e-11
152,Androgen,FICD,3.21752457891,1.21876322929e-10
153,Androgen,ZNF613,1.74072240514,1.42344587343e-10
154,Androgen,PFKFB2,1.89195656962,1.47337510425e-10
155,Androgen,TIPARP,8.33235975736,1.5252635249e-10
156,Androgen,EFCAB11,-1.68724970775,1.70710330324e-10
157,Androgen,CNGB3,1.07824343485,1.83849700174e-10
158,Androgen,ZBTB43,-3.14677333308,2.36331309999e-10
159,Androgen,SLC16A6,6.47193846835,2.4294971901e-10
160,Androgen,ATMIN,2.74457562546,2.55327143474e-10
161,Androgen,SPRYD7,2.27908159478,2.59445352034e-10
162,Androgen,NEDD4L,3.64754064957,2.7839986865e-10
163,Androgen,INSL5,-1.38488146249,3.42510466891e-10
164,Androgen,DBI,5.25429582369,3.52477165734e-10
165,Androgen,MAP9,3.21986327804,4.23833566163e-10
166,Androgen,DNAJB9,4.90128301361,4.62764475602e-10
167,Androgen,LIN7B,2.01617513997,4.71936084494e-10
168,Androgen,MID1,-3.30355895531,4.86415870237e-10
169,Androgen,PRKCH,3.08552297923,5.62547573566e-10
170,Androgen,LONRF1,2.31269620134,6.20524020213e-10
171,Androgen,NT5DC3,3.00507292311,7.39052299493e-10
172,Androgen,INTS8,-2.77270714922,7.42442628128e-10
173,Androgen,DIO1,-3.05812302105,7.58888543348e-10
174,Androgen,WNT7B,2.72154168855,8.47740270989e-10
175,Androgen,FAM110B,2.69257628281,8.53962453823e-10
176,Androgen,TUT7,2.48455310046,8.8861592842e-10
177,Androgen,HPGD,7.53897406539,9.35964874494e-10
178,Androgen,AMIGO2,-8.63080529272,9.77793228786e-10
179,Androgen,CPEB3,2.40572209123,1.08410482486e-09
180,Androgen,TAPT1,-1.42027667075,1.25884572942e-09
181,Androgen,CARTPT,1.18448677234,1.26225342479e-09
182,Androgen,TGM3,-1.80271650331,1.28955521377e-09
183,Androgen,ZBBX,-1.67411043802,1.30661262069e-09
184,Androgen,EFHC2,-1.70612091232,1.31281897234e-09
185,Androgen,TEX2,3.29953815655,1.47027962719e-09
186,Androgen,MTOR,1.5902665705,1.54001481782e-09
187,Androgen,ACSM1,1.1669406865,1.54534035576e-09
188,Androgen,ABCG2,-4.0165473862,1.78800511312e-09
189,Androgen,DCAF6,2.66396654933,1.97802850057e-09
190,Androgen,APOF,-1.30792748615,2.15078706873e-09
191,Androgen,SPTLC3,-2.80921636126,2.22139689582e-09
192,Androgen,BBX,2.96983477776,2.43633895335e-09
193,Androgen,LCP1,3.69256277711,3.97017294135e-09
194,Androgen,SLC19A2,5.2802632482,4.40199668828e-09
195,Androgen,DEGS1,5.09409858841,4.61399204185e-09
196,Androgen,LTN1,-2.45145984002,4.94194318553e-09
197,Androgen,STK17B,3.69386229774,7.36006984696e-09
198,Androgen,SEC24B,2.81452395167,8.73806849154e-09
199,Androgen,ACACA,2.29560033323,1.10813681628e-08
200,Androgen,SSR1,2.21951608034,1.12046997343e-08
201,Androgen,PARVA,2.05191252043,1.1221109783e-08
202,Androgen,GNAI1,3.33506333071,1.1395099369e-08
203,Androgen,PNMA1,3.46477927765,1.45315982233e-08
204,Androgen,GCFC2,3.10998663403,1.54607639326e-08
205,Androgen,GUCY1A1,2.68468055138,1.63189739171e-08
206,Androgen,SLC12A6,-2.69364780416,1.82016878823e-08
207,Androgen,CNGA1,-1.62093538099,1.91306498206e-08
208,Androgen,BMERB1,-2.08985897544,2.0222593763e-08
209,Androgen,ARHGAP6,1.78568950794,2.02490139862e-08
210,Androgen,APPBP2,2.98388803447,2.11443223161e-08
211,Androgen,MYLK,-3.09341914654,2.13581500628e-08
212,Androgen,FZD3,-2.98379494341,2.16476583639e-08
213,Androgen,MICU1,-2.34111100285,2.59324577929e-08
214,Androgen,TNFRSF10B,2.9047619247,2.60829642091e-08
215,Androgen,BCAP29,2.12459040854,2.96716086527e-08
216,Androgen,SERP1,2.07945113128,3.53224328901e-08
217,Androgen,SERPINI1,-3.49727417709,4.17098333672e-08
218,Androgen,EHF,3.17740626045,4.19857055035e-08
219,Androgen,ZNF350,1.93306551564,4.25368142404e-08
220,Androgen,LUZP2,-1.72833458159,4.42180202536e-08
221,Androgen,HOXB13,-2.19614292827,4.43167582471e-08
222,Androgen,CNKSR2,1.81552916332,4.91129817119e-08
223,Androgen,CHPT1,2.70747417305,5.48538727506e-08
224,Androgen,CYTH1,2.05235658595,5.6930462741e-08
225,Androgen,ADGRV1,-1.04444493964,5.70030226047e-08
226,Androgen,BCHE,-3.7747380705,5.71775828861e-08
227,Androgen,PTBP2,-2.01737422916,5.75825848674e-08
228,Androgen,MTMR2,2.13646736344,5.90541622527e-08
229,Androgen,HSD17B11,3.38981276512,6.31347193847e-08
230,Androgen,SPOCK1,4.06659802779,6.44988195273e-08
231,Androgen,PRR15L,3.8148997976,6.65428457657e-08
232,Androgen,GMPPA,1.81423577606,7.14395755523e-08
233,Androgen,ANKH,2.8727763393,7.88276437149e-08
234,Androgen,WDR44,1.65933530683,7.905629638e-08
235,Androgen,RALB,-2.7136056361,8.08248407148e-08
236,Androgen,DGKH,-1.98986609522,8.39415248297e-08
237,Androgen,MAP7D1,2.53725242721,8.64867972696e-08
238,Androgen,ERP44,1.28062539593,8.89037360011e-08
239,Androgen,RNF43,-2.71153223536,9.61298563099e-08
240,Androgen,CCDC93,-1.70367008115,1.06753603046e-07
241,Androgen,RBFOX2,-1.41364504815,1.13280737203e-07
242,Androgen,KDELR2,2.30663488162,1.17267932479e-07
243,Androgen,LYVE1,5.51200140972,1.23335210972e-07
244,Androgen,ADAM22,-1.02603873533,1.26541474087e-07
245,Androgen,PKP4,-2.04715052488,1.42419587347e-07
246,Androgen,KLF5,5.16023531883,1.50653877522e-07
247,Androgen,ERN1,2.62980505762,1.56363609806e-07
248,Androgen,LPCAT4,-1.8180060553,1.57148314974e-07
249,Androgen,NDRG1,10.6219803008,1.77876606382e-07
250,Androgen,ATP11B,1.82642076165,1.91677268431e-07
251,Androgen,CREB3L2,2.1923341289,1.9841214138e-07
252,Androgen,HERPUD1,3.35136776356,2.0130880713e-07
253,Androgen,NAT1,4.36766134969,2.13500405012e-07
254,Androgen,SRP19,2.67846488051,2.17297957266e-07
255,Androgen,PLPPR1,-1.46434922314,2.19624795899e-07
256,Androgen,SYNJ1,2.07659998881,2.26903692841e-07
257,Androgen,GHR,4.77678266193,2.26910551446e-07
258,Androgen,HIPK2,2.87229300848,2.33741663806e-07
259,Androgen,TAOK3,2.08293403934,2.4991141314e-07
260,Androgen,NOVA1,-1.27304909761,2.73965494347e-07
261,Androgen,BMPR1A,2.36619063166,2.8370368289e-07
262,Androgen,DDX42,-1.7999277269,2.98177433095e-07
263,Androgen,ABCG1,-2.79240214286,3.10007934248e-07
264,Androgen,PRKCA,2.05003702997,3.28723828467e-07
265,Androgen,ZFHX3,1.59320191762,3.31475960841e-07
266,Androgen,NPC1,2.16840971584,3.33649690857e-07
267,Androgen,PRDX6,2.22400670798,3.55708423106e-07
268,Androgen,GPER1,-2.0719187497,3.70075139933e-07
269,Androgen,IL1R1,3.39643427486,3.70640908134e-07
270,Androgen,PDSS2,-0.9780308425,4.23969145741e-07
271,Androgen,EPB41L4B,1.34656840482,4.31854453016e-07
272,Androgen,GORASP2,1.92648208185,4.35307159684e-07
273,Androgen,GASK1B,-5.301028616,4.39698459522e-07
274,Androgen,MYH10,-2.59813156103,4.57770600059e-07
275,Androgen,PLPP2,-2.17133442791,5.72784728718e-07
276,Androgen,SLC20A2,-2.31873600468,5.73913412356e-07
277,Androgen,COBL,-2.28704554045,5.9238907814e-07
278,Androgen,PAK1,-1.93543786313,6.93846766688e-07
279,Androgen,TMEM47,3.5903229101,7.16906054674e-07
280,Androgen,CDC42EP3,4.79784377384,7.17272197501e-07
281,Androgen,ERGIC2,1.84324988036,7.35709057142e-07
282,Androgen,NDUFV1,-1.29549843003,7.38465978704e-07
283,Androgen,RNFT2,-1.86742520312,7.44166907256e-07
284,Androgen,TSPAN5,-2.38404860756,7.5133958243e-07
285,Androgen,SEMA6A,-2.61147346288,7.52584668261e-07
286,Androgen,SC5D,2.37507635146,7.95021762114e-07
287,Androgen,CAMK1D,-1.85267427864,8.02723374675e-07
288,Androgen,SLC44A1,-2.28323607657,8.24519845671e-07
289,Androgen,SAP30,1.91996836724,8.65170325637e-07
290,Androgen,REPS2,2.44558558873,8.76710841411e-07
291,Androgen,RREB1,0.910165100939,8.83479799095e-07
292,Androgen,LRCH1,1.95417863244,9.15652610879e-07
293,Androgen,THRB,2.04653988374,9.15798469394e-07
294,Androgen,STK3,-1.74725434012,9.755003342e-07
