celltype,metaprogram_id,metaprogram_description,url,gene
MALIGNANT,METAPROGRAM_19,EPITHELIAL_SENESCENCE,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GAVISH_3CA_MALIGNANT_METAPROGRAM_19_EPITHELIAL_SENESCENCE,PRSS22
MALIGNANT,METAPROGRAM_19,EPITHELIAL_SENESCENCE,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GAVISH_3CA_MALIGNANT_METAPROGRAM_19_EPITHELIAL_SENESCENCE,PSCA
MALIGNANT,METAPROGRAM_19,EPITHELIAL_SENESCENCE,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GAVISH_3CA_MALIGNANT_METAPROGRAM_19_EPITHELIAL_SENESCENCE,S100A7
MALIGNANT,METAPROGRAM_19,EPITHELIAL_SENESCENCE,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GAVISH_3CA_MALIGNANT_METAPROGRAM_19_EPITHELIAL_SENESCENCE,S100A8
MALIGNANT,METAPROGRAM_19,EPITHELIAL_SENESCENCE,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GAVISH_3CA_MALIGNANT_METAPROGRAM_19_EPITHELIAL_SENESCENCE,S100A9
MALIGNANT,METAPROGRAM_19,EPITHELIAL_SENESCENCE,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GAVISH_3CA_MALIGNANT_METAPROGRAM_19_EPITHELIAL_SENESCENCE,S100P
MALIGNANT,METAPROGRAM_19,EPITHELIAL_SENESCENCE,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GAVISH_3CA_MALIGNANT_METAPROGRAM_19_EPITHELIAL_SENESCENCE,SAA1
MALIGNANT,METAPROGRAM_19,EPITHELIAL_SENESCENCE,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GAVISH_3CA_MALIGNANT_METAPROGRAM_19_EPITHELIAL_SENESCENCE,SERPINB1
MALIGNANT,METAPROGRAM_19,EPITHELIAL_SENESCENCE,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GAVISH_3CA_MALIGNANT_METAPROGRAM_19_EPITHELIAL_SENESCENCE,SERPINB3
MALIGNANT,METAPROGRAM_19,EPITHELIAL_SENESCENCE,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GAVISH_3CA_MALIGNANT_METAPROGRAM_19_EPITHELIAL_SENESCENCE,SERPINB4
MALIGNANT,METAPROGRAM_19,EPITHELIAL_SENESCENCE,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GAVISH_3CA_MALIGNANT_METAPROGRAM_19_EPITHELIAL_SENESCENCE,SLPI
MALIGNANT,METAPROGRAM_19,EPITHELIAL_SENESCENCE,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GAVISH_3CA_MALIGNANT_METAPROGRAM_19_EPITHELIAL_SENESCENCE,SPRR1B
MALIGNANT,METAPROGRAM_19,EPITHELIAL_SENESCENCE,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GAVISH_3CA_MALIGNANT_METAPROGRAM_19_EPITHELIAL_SENESCENCE,SPRR2A
MALIGNANT,METAPROGRAM_19,EPITHELIAL_SENESCENCE,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GAVISH_3CA_MALIGNANT_METAPROGRAM_19_EPITHELIAL_SENESCENCE,SPRR2D
MALIGNANT,METAPROGRAM_19,EPITHELIAL_SENESCENCE,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GAVISH_3CA_MALIGNANT_METAPROGRAM_19_EPITHELIAL_SENESCENCE,SPRR3
MALIGNANT,METAPROGRAM_19,EPITHELIAL_SENESCENCE,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GAVISH_3CA_MALIGNANT_METAPROGRAM_19_EPITHELIAL_SENESCENCE,SULT2B1
MALIGNANT,METAPROGRAM_19,EPITHELIAL_SENESCENCE,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GAVISH_3CA_MALIGNANT_METAPROGRAM_19_EPITHELIAL_SENESCENCE,TACSTD2
MALIGNANT,METAPROGRAM_19,EPITHELIAL_SENESCENCE,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GAVISH_3CA_MALIGNANT_METAPROGRAM_19_EPITHELIAL_SENESCENCE,TSPAN1
MALIGNANT,METAPROGRAM_19,EPITHELIAL_SENESCENCE,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GAVISH_3CA_MALIGNANT_METAPROGRAM_19_EPITHELIAL_SENESCENCE,WFDC2
MALIGNANT,METAPROGRAM_20,MYC,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GAVISH_3CA_MALIGNANT_METAPROGRAM_20_MYC,ATP5MC1
MALIGNANT,METAPROGRAM_20,MYC,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GAVISH_3CA_MALIGNANT_METAPROGRAM_20_MYC,BZW2
MALIGNANT,METAPROGRAM_20,MYC,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GAVISH_3CA_MALIGNANT_METAPROGRAM_20_MYC,C1QBP
MALIGNANT,METAPROGRAM_20,MYC,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GAVISH_3CA_MALIGNANT_METAPROGRAM_20_MYC,CCT2
MALIGNANT,METAPROGRAM_20,MYC,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GAVISH_3CA_MALIGNANT_METAPROGRAM_20_MYC,CCT5
MALIGNANT,METAPROGRAM_20,MYC,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GAVISH_3CA_MALIGNANT_METAPROGRAM_20_MYC,CMSS1
MALIGNANT,METAPROGRAM_20,MYC,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GAVISH_3CA_MALIGNANT_METAPROGRAM_20_MYC,CYCS
MALIGNANT,METAPROGRAM_20,MYC,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GAVISH_3CA_MALIGNANT_METAPROGRAM_20_MYC,DCAF13
MALIGNANT,METAPROGRAM_20,MYC,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GAVISH_3CA_MALIGNANT_METAPROGRAM_20_MYC,DCTPP1
MALIGNANT,METAPROGRAM_20,MYC,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GAVISH_3CA_MALIGNANT_METAPROGRAM_20_MYC,DDX21
MALIGNANT,METAPROGRAM_20,MYC,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GAVISH_3CA_MALIGNANT_METAPROGRAM_20_MYC,DKC1
MALIGNANT,METAPROGRAM_20,MYC,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GAVISH_3CA_MALIGNANT_METAPROGRAM_20_MYC,EBNA1BP2
MALIGNANT,METAPROGRAM_20,MYC,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GAVISH_3CA_MALIGNANT_METAPROGRAM_20_MYC,EIF4EBP1
MALIGNANT,METAPROGRAM_20,MYC,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GAVISH_3CA_MALIGNANT_METAPROGRAM_20_MYC,EIF5A
MALIGNANT,METAPROGRAM_20,MYC,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GAVISH_3CA_MALIGNANT_METAPROGRAM_20_MYC,ENO1
MALIGNANT,METAPROGRAM_20,MYC,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GAVISH_3CA_MALIGNANT_METAPROGRAM_20_MYC,FABP5
MALIGNANT,METAPROGRAM_20,MYC,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GAVISH_3CA_MALIGNANT_METAPROGRAM_20_MYC,FKBP4
MALIGNANT,METAPROGRAM_20,MYC,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GAVISH_3CA_MALIGNANT_METAPROGRAM_20_MYC,GNL3
MALIGNANT,METAPROGRAM_20,MYC,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GAVISH_3CA_MALIGNANT_METAPROGRAM_20_MYC,GPATCH4
MALIGNANT,METAPROGRAM_20,MYC,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GAVISH_3CA_MALIGNANT_METAPROGRAM_20_MYC,HSPD1
MALIGNANT,METAPROGRAM_20,MYC,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GAVISH_3CA_MALIGNANT_METAPROGRAM_20_MYC,HSPE1
MALIGNANT,METAPROGRAM_20,MYC,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GAVISH_3CA_MALIGNANT_METAPROGRAM_20_MYC,LDHA
MALIGNANT,METAPROGRAM_20,MYC,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GAVISH_3CA_MALIGNANT_METAPROGRAM_20_MYC,LDHB
MALIGNANT,METAPROGRAM_20,MYC,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GAVISH_3CA_MALIGNANT_METAPROGRAM_20_MYC,MRPL12
MALIGNANT,METAPROGRAM_20,MYC,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GAVISH_3CA_MALIGNANT_METAPROGRAM_20_MYC,MRPL3
MALIGNANT,METAPROGRAM_20,MYC,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GAVISH_3CA_MALIGNANT_METAPROGRAM_20_MYC,MRTO4
MALIGNANT,METAPROGRAM_20,MYC,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GAVISH_3CA_MALIGNANT_METAPROGRAM_20_MYC,MYC
MALIGNANT,METAPROGRAM_20,MYC,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GAVISH_3CA_MALIGNANT_METAPROGRAM_20_MYC,NCL
MALIGNANT,METAPROGRAM_20,MYC,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GAVISH_3CA_MALIGNANT_METAPROGRAM_20_MYC,NHP2
MALIGNANT,METAPROGRAM_20,MYC,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GAVISH_3CA_MALIGNANT_METAPROGRAM_20_MYC,NIFK
MALIGNANT,METAPROGRAM_20,MYC,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GAVISH_3CA_MALIGNANT_METAPROGRAM_20_MYC,NME1
MALIGNANT,METAPROGRAM_20,MYC,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GAVISH_3CA_MALIGNANT_METAPROGRAM_20_MYC,NOLC1
MALIGNANT,METAPROGRAM_20,MYC,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GAVISH_3CA_MALIGNANT_METAPROGRAM_20_MYC,NOP16
MALIGNANT,METAPROGRAM_20,MYC,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GAVISH_3CA_MALIGNANT_METAPROGRAM_20_MYC,NOP56
MALIGNANT,METAPROGRAM_20,MYC,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GAVISH_3CA_MALIGNANT_METAPROGRAM_20_MYC,NOP58
MALIGNANT,METAPROGRAM_20,MYC,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GAVISH_3CA_MALIGNANT_METAPROGRAM_20_MYC,ODC1
MALIGNANT,METAPROGRAM_20,MYC,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GAVISH_3CA_MALIGNANT_METAPROGRAM_20_MYC,PA2G4
MALIGNANT,METAPROGRAM_20,MYC,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GAVISH_3CA_MALIGNANT_METAPROGRAM_20_MYC,PAICS
MALIGNANT,METAPROGRAM_20,MYC,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GAVISH_3CA_MALIGNANT_METAPROGRAM_20_MYC,PHB1
MALIGNANT,METAPROGRAM_20,MYC,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GAVISH_3CA_MALIGNANT_METAPROGRAM_20_MYC,PNO1
MALIGNANT,METAPROGRAM_20,MYC,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GAVISH_3CA_MALIGNANT_METAPROGRAM_20_MYC,PPA1
MALIGNANT,METAPROGRAM_20,MYC,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GAVISH_3CA_MALIGNANT_METAPROGRAM_20_MYC,PRMT1
MALIGNANT,METAPROGRAM_20,MYC,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GAVISH_3CA_MALIGNANT_METAPROGRAM_20_MYC,RAN
MALIGNANT,METAPROGRAM_20,MYC,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GAVISH_3CA_MALIGNANT_METAPROGRAM_20_MYC,RANBP1
MALIGNANT,METAPROGRAM_20,MYC,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GAVISH_3CA_MALIGNANT_METAPROGRAM_20_MYC,RUVBL1
MALIGNANT,METAPROGRAM_20,MYC,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GAVISH_3CA_MALIGNANT_METAPROGRAM_20_MYC,SLIRP
MALIGNANT,METAPROGRAM_20,MYC,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GAVISH_3CA_MALIGNANT_METAPROGRAM_20_MYC,SNRPD1
MALIGNANT,METAPROGRAM_20,MYC,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GAVISH_3CA_MALIGNANT_METAPROGRAM_20_MYC,SRM
MALIGNANT,METAPROGRAM_20,MYC,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GAVISH_3CA_MALIGNANT_METAPROGRAM_20_MYC,TIMM13
MALIGNANT,METAPROGRAM_20,MYC,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GAVISH_3CA_MALIGNANT_METAPROGRAM_20_MYC,TOMM40
MALIGNANT,METAPROGRAM_21,RESPIRATION,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GAVISH_3CA_MALIGNANT_METAPROGRAM_21_RESPIRATION,APRT
MALIGNANT,METAPROGRAM_21,RESPIRATION,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GAVISH_3CA_MALIGNANT_METAPROGRAM_21_RESPIRATION,ATOX1
MALIGNANT,METAPROGRAM_21,RESPIRATION,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GAVISH_3CA_MALIGNANT_METAPROGRAM_21_RESPIRATION,ATP5F1E
MALIGNANT,METAPROGRAM_21,RESPIRATION,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GAVISH_3CA_MALIGNANT_METAPROGRAM_21_RESPIRATION,ATP5MC1
MALIGNANT,METAPROGRAM_21,RESPIRATION,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GAVISH_3CA_MALIGNANT_METAPROGRAM_21_RESPIRATION,ATP5ME
MALIGNANT,METAPROGRAM_21,RESPIRATION,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GAVISH_3CA_MALIGNANT_METAPROGRAM_21_RESPIRATION,ATP5MF
MALIGNANT,METAPROGRAM_21,RESPIRATION,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GAVISH_3CA_MALIGNANT_METAPROGRAM_21_RESPIRATION,ATP5MK
MALIGNANT,METAPROGRAM_21,RESPIRATION,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GAVISH_3CA_MALIGNANT_METAPROGRAM_21_RESPIRATION,COA3
MALIGNANT,METAPROGRAM_21,RESPIRATION,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GAVISH_3CA_MALIGNANT_METAPROGRAM_21_RESPIRATION,COPS9
MALIGNANT,METAPROGRAM_21,RESPIRATION,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GAVISH_3CA_MALIGNANT_METAPROGRAM_21_RESPIRATION,COX17
MALIGNANT,METAPROGRAM_21,RESPIRATION,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GAVISH_3CA_MALIGNANT_METAPROGRAM_21_RESPIRATION,COX6B1
MALIGNANT,METAPROGRAM_21,RESPIRATION,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GAVISH_3CA_MALIGNANT_METAPROGRAM_21_RESPIRATION,COX7B
MALIGNANT,METAPROGRAM_21,RESPIRATION,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GAVISH_3CA_MALIGNANT_METAPROGRAM_21_RESPIRATION,H3-3A
MALIGNANT,METAPROGRAM_21,RESPIRATION,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GAVISH_3CA_MALIGNANT_METAPROGRAM_21_RESPIRATION,LGALS1
MALIGNANT,METAPROGRAM_21,RESPIRATION,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GAVISH_3CA_MALIGNANT_METAPROGRAM_21_RESPIRATION,LSM7
MALIGNANT,METAPROGRAM_21,RESPIRATION,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GAVISH_3CA_MALIGNANT_METAPROGRAM_21_RESPIRATION,NDUFA1
MALIGNANT,METAPROGRAM_21,RESPIRATION,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GAVISH_3CA_MALIGNANT_METAPROGRAM_21_RESPIRATION,NDUFA12
MALIGNANT,METAPROGRAM_21,RESPIRATION,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GAVISH_3CA_MALIGNANT_METAPROGRAM_21_RESPIRATION,NDUFA3
MALIGNANT,METAPROGRAM_21,RESPIRATION,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GAVISH_3CA_MALIGNANT_METAPROGRAM_21_RESPIRATION,NDUFA7
MALIGNANT,METAPROGRAM_21,RESPIRATION,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GAVISH_3CA_MALIGNANT_METAPROGRAM_21_RESPIRATION,NDUFAB1
MALIGNANT,METAPROGRAM_21,RESPIRATION,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GAVISH_3CA_MALIGNANT_METAPROGRAM_21_RESPIRATION,NDUFB1
MALIGNANT,METAPROGRAM_21,RESPIRATION,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GAVISH_3CA_MALIGNANT_METAPROGRAM_21_RESPIRATION,NDUFB2
MALIGNANT,METAPROGRAM_21,RESPIRATION,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GAVISH_3CA_MALIGNANT_METAPROGRAM_21_RESPIRATION,NDUFB4
MALIGNANT,METAPROGRAM_21,RESPIRATION,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GAVISH_3CA_MALIGNANT_METAPROGRAM_21_RESPIRATION,NDUFB8
MALIGNANT,METAPROGRAM_21,RESPIRATION,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GAVISH_3CA_MALIGNANT_METAPROGRAM_21_RESPIRATION,NDUFC1
MALIGNANT,METAPROGRAM_21,RESPIRATION,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GAVISH_3CA_MALIGNANT_METAPROGRAM_21_RESPIRATION,NDUFS5
MALIGNANT,METAPROGRAM_21,RESPIRATION,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GAVISH_3CA_MALIGNANT_METAPROGRAM_21_RESPIRATION,NDUFS6
MALIGNANT,METAPROGRAM_21,RESPIRATION,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GAVISH_3CA_MALIGNANT_METAPROGRAM_21_RESPIRATION,NEDD8
MALIGNANT,METAPROGRAM_21,RESPIRATION,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GAVISH_3CA_MALIGNANT_METAPROGRAM_21_RESPIRATION,NHP2
MALIGNANT,METAPROGRAM_21,RESPIRATION,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GAVISH_3CA_MALIGNANT_METAPROGRAM_21_RESPIRATION,NME1
MALIGNANT,METAPROGRAM_21,RESPIRATION,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GAVISH_3CA_MALIGNANT_METAPROGRAM_21_RESPIRATION,NOP10
MALIGNANT,METAPROGRAM_21,RESPIRATION,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GAVISH_3CA_MALIGNANT_METAPROGRAM_21_RESPIRATION,OST4
MALIGNANT,METAPROGRAM_21,RESPIRATION,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GAVISH_3CA_MALIGNANT_METAPROGRAM_21_RESPIRATION,PET100
MALIGNANT,METAPROGRAM_21,RESPIRATION,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GAVISH_3CA_MALIGNANT_METAPROGRAM_21_RESPIRATION,PFDN2
MALIGNANT,METAPROGRAM_21,RESPIRATION,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GAVISH_3CA_MALIGNANT_METAPROGRAM_21_RESPIRATION,PSMB3
MALIGNANT,METAPROGRAM_21,RESPIRATION,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GAVISH_3CA_MALIGNANT_METAPROGRAM_21_RESPIRATION,ROMO1
MALIGNANT,METAPROGRAM_21,RESPIRATION,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GAVISH_3CA_MALIGNANT_METAPROGRAM_21_RESPIRATION,RPL21
MALIGNANT,METAPROGRAM_21,RESPIRATION,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GAVISH_3CA_MALIGNANT_METAPROGRAM_21_RESPIRATION,RPS21
MALIGNANT,METAPROGRAM_21,RESPIRATION,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GAVISH_3CA_MALIGNANT_METAPROGRAM_21_RESPIRATION,RPS29
MALIGNANT,METAPROGRAM_21,RESPIRATION,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GAVISH_3CA_MALIGNANT_METAPROGRAM_21_RESPIRATION,SEC61G
MALIGNANT,METAPROGRAM_21,RESPIRATION,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GAVISH_3CA_MALIGNANT_METAPROGRAM_21_RESPIRATION,SEM1
MALIGNANT,METAPROGRAM_21,RESPIRATION,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GAVISH_3CA_MALIGNANT_METAPROGRAM_21_RESPIRATION,SLIRP
MALIGNANT,METAPROGRAM_21,RESPIRATION,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GAVISH_3CA_MALIGNANT_METAPROGRAM_21_RESPIRATION,SNRPD2
MALIGNANT,METAPROGRAM_21,RESPIRATION,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GAVISH_3CA_MALIGNANT_METAPROGRAM_21_RESPIRATION,SNRPF
MALIGNANT,METAPROGRAM_21,RESPIRATION,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GAVISH_3CA_MALIGNANT_METAPROGRAM_21_RESPIRATION,SNRPG
MALIGNANT,METAPROGRAM_21,RESPIRATION,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GAVISH_3CA_MALIGNANT_METAPROGRAM_21_RESPIRATION,TIMM8B
MALIGNANT,METAPROGRAM_21,RESPIRATION,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GAVISH_3CA_MALIGNANT_METAPROGRAM_21_RESPIRATION,TMEM258
MALIGNANT,METAPROGRAM_21,RESPIRATION,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GAVISH_3CA_MALIGNANT_METAPROGRAM_21_RESPIRATION,UBL5
MALIGNANT,METAPROGRAM_21,RESPIRATION,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GAVISH_3CA_MALIGNANT_METAPROGRAM_21_RESPIRATION,UQCR10
MALIGNANT,METAPROGRAM_22,SECRETED_1,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GAVISH_3CA_MALIGNANT_METAPROGRAM_22_SECRETED_1,ANXA1
MALIGNANT,METAPROGRAM_22,SECRETED_1,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GAVISH_3CA_MALIGNANT_METAPROGRAM_22_SECRETED_1,AREG
MALIGNANT,METAPROGRAM_22,SECRETED_1,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GAVISH_3CA_MALIGNANT_METAPROGRAM_22_SECRETED_1,ARID5B
MALIGNANT,METAPROGRAM_22,SECRETED_1,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GAVISH_3CA_MALIGNANT_METAPROGRAM_22_SECRETED_1,ARL14
MALIGNANT,METAPROGRAM_22,SECRETED_1,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GAVISH_3CA_MALIGNANT_METAPROGRAM_22_SECRETED_1,ARL5B
MALIGNANT,METAPROGRAM_22,SECRETED_1,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GAVISH_3CA_MALIGNANT_METAPROGRAM_22_SECRETED_1,BIRC3
MALIGNANT,METAPROGRAM_22,SECRETED_1,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GAVISH_3CA_MALIGNANT_METAPROGRAM_22_SECRETED_1,CCL2
MALIGNANT,METAPROGRAM_22,SECRETED_1,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GAVISH_3CA_MALIGNANT_METAPROGRAM_22_SECRETED_1,CCL20
MALIGNANT,METAPROGRAM_22,SECRETED_1,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GAVISH_3CA_MALIGNANT_METAPROGRAM_22_SECRETED_1,CCN1
MALIGNANT,METAPROGRAM_22,SECRETED_1,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GAVISH_3CA_MALIGNANT_METAPROGRAM_22_SECRETED_1,CDKN1A
MALIGNANT,METAPROGRAM_22,SECRETED_1,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GAVISH_3CA_MALIGNANT_METAPROGRAM_22_SECRETED_1,CSRNP1
MALIGNANT,METAPROGRAM_22,SECRETED_1,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GAVISH_3CA_MALIGNANT_METAPROGRAM_22_SECRETED_1,CXCL1
MALIGNANT,METAPROGRAM_22,SECRETED_1,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GAVISH_3CA_MALIGNANT_METAPROGRAM_22_SECRETED_1,CXCL2
MALIGNANT,METAPROGRAM_22,SECRETED_1,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GAVISH_3CA_MALIGNANT_METAPROGRAM_22_SECRETED_1,CXCL8
MALIGNANT,METAPROGRAM_22,SECRETED_1,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GAVISH_3CA_MALIGNANT_METAPROGRAM_22_SECRETED_1,DDX21
MALIGNANT,METAPROGRAM_22,SECRETED_1,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GAVISH_3CA_MALIGNANT_METAPROGRAM_22_SECRETED_1,DUSP5
MALIGNANT,METAPROGRAM_22,SECRETED_1,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GAVISH_3CA_MALIGNANT_METAPROGRAM_22_SECRETED_1,EDN1
MALIGNANT,METAPROGRAM_22,SECRETED_1,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GAVISH_3CA_MALIGNANT_METAPROGRAM_22_SECRETED_1,EMP1
MALIGNANT,METAPROGRAM_22,SECRETED_1,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GAVISH_3CA_MALIGNANT_METAPROGRAM_22_SECRETED_1,EPHA2
MALIGNANT,METAPROGRAM_22,SECRETED_1,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GAVISH_3CA_MALIGNANT_METAPROGRAM_22_SECRETED_1,ERRFI1
MALIGNANT,METAPROGRAM_22,SECRETED_1,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GAVISH_3CA_MALIGNANT_METAPROGRAM_22_SECRETED_1,FHL2
MALIGNANT,METAPROGRAM_22,SECRETED_1,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GAVISH_3CA_MALIGNANT_METAPROGRAM_22_SECRETED_1,FOSL1
